mix_id,flow_id,size,slowdown,sim
88,3,1248,1.0,Ns3
88,0,291,1.0,Ns3
88,4,1879,1.0,Ns3
88,8,1263,1.0,Ns3
88,7,1897,1.0002256826901377,Ns3
88,2,997,1.0,Ns3
88,9,295,1.0,Ns3
88,10,300,1.0,Ns3
88,6,1415,1.0,Ns3
88,13,1963,1.0,Ns3
88,11,1262,1.0000886917960088,Ns3
88,18,979,1.0,Ns3
88,15,66,1.0,Ns3
88,19,1202,1.000258064516129,Ns3
88,16,4520,1.0,Ns3
88,1,22460,1.0,Ns3
88,20,680,1.0,Ns3
88,14,1490,1.0,Ns3
88,21,1666,1.0002355157795573,Ns3
88,22,1418,1.0,Ns3
88,25,346,1.0,Ns3
88,24,9200,1.0045377197958025,Ns3
88,5,24961,1.1525974025974026,Ns3
88,23,3014,1.0,Ns3
88,28,286,1.0,Ns3
88,27,29061,1.000036729596709,Ns3
88,26,32043,1.0014370396982217,Ns3
88,30,144,1.0,Ns3
88,29,4473,1.0,Ns3
88,32,297,1.0,Ns3
88,31,608,1.0,Ns3
88,12,46246,1.2907579841542105,Ns3
88,33,91,1.0,Ns3
88,35,2284,1.0,Ns3
88,34,2623,1.0,Ns3
88,36,300,1.0,Ns3
88,39,550,1.0,Ns3
88,38,1263,1.0,Ns3
88,41,295,1.0,Ns3
88,37,10582,1.0000853169524784,Ns3
88,44,146,1.1497835497835498,Ns3
88,43,502,1.0,Ns3
88,42,147,1.0,Ns3
88,47,261,1.0,Ns3
88,48,10,1.0,Ns3
88,46,1982,1.0001223241590214,Ns3
88,45,8230,1.0,Ns3
88,50,901,1.0,Ns3
88,52,1116,1.0002627430373094,Ns3
88,51,991,1.0,Ns3
88,53,2876,1.0001904036557503,Ns3
88,55,1088,1.0126849894291754,Ns3
88,56,494,1.0,Ns3
88,64,966,1.0,Ns3
88,65,2760,1.0,Ns3
88,49,24349,1.0061890230798987,Ns3
88,57,293,1.0,Ns3
88,59,296,1.0,Ns3
88,58,1650,1.0,Ns3
88,62,290,1.0,Ns3
88,54,1929,1.0,Ns3
88,60,1584,1.0,Ns3
88,61,1930,1.0,Ns3
88,69,150,1.0,Ns3
88,66,2315,1.0,Ns3
88,70,151,1.0,Ns3
88,72,1248,1.0,Ns3
88,71,2288,1.0,Ns3
88,63,14773,1.0,Ns3
88,74,296,1.0,Ns3
88,73,1175,1.0,Ns3
88,76,398,1.0,Ns3
88,79,580,1.0,Ns3
88,80,1066,1.0002655337227828,Ns3
88,77,1539,1.0,Ns3
88,83,144,1.1908065915004336,Ns3
88,78,2125,1.0,Ns3
88,85,285,1.0,Ns3
88,82,297,1.0,Ns3
88,84,1930,1.0,Ns3
88,88,927,1.0,Ns3
88,89,409,1.0,Ns3
88,92,2258,1.0,Ns3
88,17,207795,1.0015942077119797,Ns3
88,87,6274,1.0062035541195478,Ns3
88,94,288,1.0,Ns3
88,40,133389,1.0,Ns3
88,90,10253,1.2227538543328016,Ns3
88,68,57426,1.4747317173518018,Ns3
88,75,87563,1.0180207238324073,Ns3
88,93,32242,1.297338668528614,Ns3
88,97,766,1.0,Ns3
88,96,1685,1.0,Ns3
88,99,576,1.0,Ns3
88,106,148,1.0,Ns3
88,103,1545,1.0,Ns3
88,105,532,1.0314207650273224,Ns3
88,109,1168,1.0,Ns3
88,98,1283,1.0,Ns3
88,102,929,1.0,Ns3
88,104,303,1.0,Ns3
88,101,5228,1.0,Ns3
88,111,302,1.0,Ns3
88,107,10723,1.0,Ns3
88,100,6793,1.0181246066708622,Ns3
88,112,186,1.0,Ns3
88,113,304,1.0,Ns3
88,116,283,1.1538765822784811,Ns3
88,81,76881,1.2261783942264322,Ns3
88,114,1309,1.0,Ns3
88,118,2367,1.0002063983488132,Ns3
88,119,543,1.0,Ns3
88,115,463,1.0,Ns3
88,122,4825,1.0,Ns3
88,110,24419,1.0,Ns3
88,124,4322,1.0001542020046261,Ns3
88,120,3750,1.313676805296917,Ns3
88,123,1912,1.0001231678778175,Ns3
88,127,283,1.0,Ns3
88,131,1349,1.0,Ns3
88,108,26817,1.1120615320939538,Ns3
88,126,2108,1.0,Ns3
88,132,1979,1.0,Ns3
88,135,499,1.0,Ns3
88,139,2305,1.0,Ns3
88,140,517,1.2957988980716253,Ns3
88,141,499,1.0,Ns3
88,130,15614,1.0,Ns3
88,136,1379,1.0,Ns3
88,146,399,1.0,Ns3
88,121,29499,1.0144626115892874,Ns3
88,145,296,1.1158823529411765,Ns3
88,148,2053,1.0,Ns3
88,144,150,1.1219055843408174,Ns3
88,138,4270,1.0,Ns3
88,133,14135,1.035435925321733,Ns3
88,142,1731,1.004206008583691,Ns3
88,137,23165,1.0008975854950184,Ns3
88,147,7317,1.4739957383000553,Ns3
88,149,1449,1.0,Ns3
88,151,1593,1.0,Ns3
88,156,966,1.0,Ns3
88,150,5775,1.0,Ns3
88,158,1039,1.0,Ns3
88,164,297,1.0,Ns3
88,154,129,1.0,Ns3
88,162,1121,1.1026246719160104,Ns3
88,152,286,1.0,Ns3
88,165,2952,1.000188217579522,Ns3
88,160,2112,1.3820297349709114,Ns3
88,129,68176,1.00995,Ns3
88,125,73887,1.0000154418690839,Ns3
88,172,474,1.0,Ns3
88,169,3279,1.0,Ns3
88,157,9415,1.0,Ns3
88,175,147,1.0,Ns3
88,173,150,1.0,Ns3
88,161,4732,1.0000953379731148,Ns3
88,179,350,1.0,Ns3
88,180,1487,1.0002437241043138,Ns3
88,177,1169,1.1270431893687707,Ns3
88,178,1188,1.0,Ns3
88,181,143,1.0,Ns3
88,171,3585,1.1651778955336867,Ns3
88,176,1443,1.0,Ns3
88,187,386,1.0,Ns3
88,91,184571,1.0006017369727047,Ns3
88,182,3616,1.0001700102006121,Ns3
88,190,147,1.0,Ns3
88,184,210,1.0,Ns3
88,163,24189,1.0496132071394615,Ns3
88,189,947,1.0,Ns3
88,194,587,1.0,Ns3
88,203,149,1.0,Ns3
88,185,2906,1.00547363717605,Ns3
88,196,1659,1.0,Ns3
88,205,163,1.0,Ns3
88,193,486,1.0,Ns3
88,200,1123,1.2124868835257083,Ns3
88,201,287,1.0,Ns3
88,186,1530,1.0,Ns3
88,198,797,1.0,Ns3
88,191,385,1.076523031203566,Ns3
88,206,794,1.0,Ns3
88,211,304,1.0,Ns3
88,192,804,1.0,Ns3
88,197,667,1.0,Ns3
88,210,1389,1.2270807453416148,Ns3
88,209,1759,1.308724832214765,Ns3
88,195,3146,1.4237638858636463,Ns3
88,207,2064,1.0,Ns3
88,143,87444,1.0,Ns3
88,202,2102,1.0000834376303713,Ns3
88,95,193732,1.0496322527921547,Ns3
88,159,21339,1.857122198120029,Ns3
88,213,1992,1.1848236077213223,Ns3
88,212,576,1.0,Ns3
88,215,550,1.0,Ns3
88,217,738,1.0,Ns3
88,170,29777,1.4522105111694665,Ns3
88,86,210219,1.1005580039211087,Ns3
88,216,1535,1.0,Ns3
88,220,4066,1.0001592356687898,Ns3
88,219,1118,1.0257883484767505,Ns3
88,221,1473,1.1864057672502575,Ns3
88,167,41121,1.5199571390302706,Ns3
88,218,6603,1.1039628585640855,Ns3
88,225,297,1.249216300940439,Ns3
88,224,1088,1.0,Ns3
88,204,25517,1.1809692633978033,Ns3
88,226,144,1.0,Ns3
88,199,40920,1.2639825555255821,Ns3
88,228,291,1.0,Ns3
88,168,94666,1.0384521781455343,Ns3
88,231,1486,1.000243783520234,Ns3
88,230,2034,1.0,Ns3
88,229,2874,1.0,Ns3
