local,flowsim,ns3,m4
89248.0,4802.0,20155.0,24692.0
90520.0,4802.0,20155.0,24692.0
89520.0,4802.0,20155.0,24692.0
91612.0,4802.0,20155.0,25019.0
87935.0,4802.0,20116.0,25105.0
91894.0,4802.0,20206.0,25613.0
89760.0,4805.0,20311.0,26655.0
91512.0,4805.0,20155.0,26868.0
266224.0,4805.0,20155.0,26727.0
88326.0,4825.0,20155.0,26234.0
561.0,4825.0,20155.0,26110.0
92654.0,4805.0,20155.0,25938.0
91943.0,4802.0,20155.0,26085.0
91731.0,4802.0,20155.0,26293.0
90591.0,4802.0,20155.0,26107.0
87604.0,4802.0,20155.0,26160.0
229585.0,4802.0,20155.0,26558.0
86713.0,4802.0,20155.0,27119.0
87864.0,4802.0,20155.0,24692.0
91011.0,4802.0,20155.0,24692.0
89838.0,4802.0,20155.0,24692.0
87615.0,4802.0,20155.0,25149.0
90921.0,4802.0,20155.0,25272.0
87706.0,4802.0,20155.0,26556.0
90831.0,4802.0,20155.0,27199.0
91703.0,4802.0,20155.0,26863.0
88677.0,4802.0,20155.0,26516.0
91021.0,4802.0,20155.0,26087.0
179780.0,4802.0,20155.0,25612.0
86464.0,4802.0,20116.0,25716.0
89759.0,4802.0,20206.0,25756.0
220447.0,4802.0,20311.0,25730.0
86983.0,4802.0,20155.0,26081.0
86612.0,4802.0,19999.0,26232.0
89128.0,4802.0,18214.0,26363.0
144562.0,4802.0,22085.0,26479.0
91261.0,4802.0,21982.0,24692.0
88366.0,4805.0,21982.0,24692.0
89720.0,4805.0,21982.0,24692.0
91181.0,4805.0,21982.0,25136.0
90831.0,4825.0,21982.0,25250.0
141909.0,4825.0,21982.0,26887.0
93506.0,4805.0,21982.0,27143.0
251276.0,4802.0,21982.0,26764.0
88545.0,4802.0,21982.0,26835.0
88296.0,4802.0,21982.0,26453.0
87646.0,4802.0,21982.0,26141.0
244081.0,4802.0,21982.0,26093.0
216159.0,4802.0,21982.0,25782.0
222501.0,4802.0,21982.0,25991.0
68740.0,4802.0,21982.0,26148.0
87766.0,4802.0,21982.0,26660.0
86052.0,4802.0,21982.0,26550.0
84060.0,4802.0,21982.0,26822.0
74560.0,4802.0,21059.0,24692.0
216078.0,4802.0,21988.0,24692.0
57989.0,4802.0,21982.0,24692.0
90059.0,4802.0,21982.0,24692.0
50024.0,4802.0,21982.0,24692.0
89909.0,4802.0,21982.0,24692.0
89548.0,4802.0,21982.0,24692.0
88958.0,4802.0,21982.0,24692.0
88046.0,4802.0,21982.0,24692.0
88555.0,4802.0,21982.0,24692.0
85260.0,4802.0,21982.0,24692.0
84168.0,4802.0,21982.0,24692.0
94037.0,4802.0,21982.0,24692.0
91624.0,4802.0,21982.0,25693.0
91131.0,4805.0,21982.0,24692.0
92053.0,4805.0,21982.0,26483.0
91132.0,4805.0,21982.0,26479.0
90271.0,4825.0,21982.0,28808.0
89769.0,4825.0,21982.0,28680.0
87244.0,4805.0,21982.0,28973.0
37631.0,4802.0,21982.0,24692.0
136648.0,4802.0,21982.0,25865.0
87395.0,4802.0,21982.0,24692.0
91252.0,4802.0,21982.0,24692.0
87665.0,4802.0,21982.0,24692.0
91352.0,4802.0,21943.0,24692.0
87164.0,4802.0,22002.0,24692.0
91624.0,4802.0,21826.0,27807.0
92605.0,4802.0,18247.0,24692.0
90472.0,4802.0,23017.0,24692.0
93397.0,4802.0,22060.0,28317.0
88447.0,4802.0,21982.0,24692.0
94699.0,4802.0,21982.0,26390.0
94628.0,4802.0,21982.0,24692.0
91514.0,4802.0,21982.0,24692.0
88757.0,4802.0,21982.0,24977.0
