local,flowsim,ns3,m4
393477.0,4802.0,26526.0,24692.0
81663.0,4802.0,23738.0,24692.0
85652.0,4883.0,20944.0,24692.0
82205.0,4802.0,18138.0,24692.0
366586.0,4802.0,26526.0,24692.0
85742.0,4802.0,23738.0,24692.0
144745.0,4883.0,20944.0,24692.0
331840.0,4802.0,18138.0,24692.0
380693.0,4802.0,26526.0,24837.0
84740.0,4802.0,23738.0,24692.0
464773.0,4821.0,20944.0,24692.0
83568.0,4817.0,18138.0,24692.0
395251.0,4802.0,26526.0,24713.0
82596.0,4802.0,23738.0,24692.0
85641.0,4802.0,20944.0,24692.0
219326.0,4883.0,18138.0,24692.0
84228.0,4802.0,26526.0,24692.0
83518.0,4802.0,23738.0,24692.0
485883.0,4802.0,20944.0,24692.0
311050.0,4883.0,18138.0,24692.0
84350.0,4802.0,26526.0,24692.0
84499.0,4802.0,23738.0,24692.0
83237.0,4802.0,20944.0,24692.0
84450.0,4883.0,18138.0,24692.0
85332.0,4802.0,26526.0,24692.0
86914.0,4802.0,23738.0,24692.0
84519.0,4802.0,20944.0,24692.0
293707.0,4883.0,18138.0,24704.0
83729.0,4802.0,26526.0,24692.0
223665.0,4802.0,23738.0,24692.0
87396.0,4802.0,20944.0,24692.0
83999.0,4883.0,18138.0,24692.0
393417.0,4802.0,26526.0,24692.0
84940.0,4802.0,23738.0,24692.0
434255.0,4802.0,20944.0,24692.0
359403.0,4802.0,18138.0,24692.0
83217.0,4802.0,26526.0,27328.0
84340.0,4802.0,23738.0,24692.0
463820.0,4802.0,20944.0,24692.0
319127.0,4802.0,18138.0,24971.0
80773.0,4802.0,26526.0,27186.0
84120.0,4802.0,23738.0,24692.0
86212.0,4802.0,20944.0,24692.0
83357.0,4802.0,18138.0,24692.0
361808.0,4809.0,26526.0,24692.0
85602.0,4802.0,23738.0,24692.0
199568.0,4802.0,20944.0,24692.0
86212.0,4802.0,18138.0,25372.0
87094.0,4883.0,26526.0,26822.0
83387.0,4802.0,23738.0,27468.0
84589.0,4802.0,20944.0,24692.0
386525.0,4802.0,18138.0,27156.0
83909.0,4883.0,26526.0,25230.0
487828.0,4802.0,23738.0,27830.0
83769.0,4802.0,20944.0,24692.0
83658.0,4802.0,18138.0,26832.0
83537.0,4883.0,26526.0,27124.0
313917.0,4802.0,23738.0,24692.0
82646.0,4802.0,20944.0,24692.0
81574.0,4802.0,18138.0,26525.0
82455.0,4878.0,26526.0,28489.0
84028.0,4802.0,23738.0,24692.0
86383.0,4802.0,20944.0,24692.0
85262.0,4802.0,18138.0,26485.0
84008.0,4802.0,26526.0,29021.0
82246.0,4809.0,23738.0,24692.0
82064.0,4802.0,20944.0,24692.0
419627.0,4802.0,18138.0,26629.0
83538.0,4802.0,26526.0,27880.0
85320.0,4809.0,23738.0,24692.0
84429.0,4802.0,20944.0,24692.0
83527.0,4802.0,18138.0,26587.0
81353.0,4802.0,26526.0,24692.0
442661.0,4883.0,23738.0,24692.0
83256.0,4802.0,20944.0,24692.0
83298.0,4802.0,18138.0,26725.0
85380.0,4802.0,26526.0,24692.0
