local,flowsim,ns3,m4
4577501.0,969282.0,2230086.0,723077.0
4453746.0,1008133.0,2233262.0,763820.0
4534749.0,1012294.0,2236462.0,792909.0
4487569.0,1012282.0,2239638.0,746212.0
4534860.0,1007278.0,2230086.0,728630.0
4486779.0,982893.0,2233262.0,727552.0
4547975.0,1008444.0,2236462.0,796668.0
4595354.0,1008486.0,2239638.0,738646.0
4484765.0,1007665.0,2230086.0,725983.0
4430762.0,624830.0,2233262.0,771787.0
4528598.0,1009911.0,2236462.0,796024.0
4628307.0,1010079.0,2239638.0,735879.0
4561340.0,1009869.0,2230086.0,724094.0
4613839.0,360905.0,2233262.0,750063.0
4490446.0,1014532.0,2236462.0,741685.0
4566760.0,1015313.0,2239638.0,724726.0
4564035.0,1015304.0,2230086.0,729802.0
4471770.0,965363.0,2233262.0,768577.0
4556060.0,1012789.0,2236462.0,727196.0
4445871.0,1015891.0,2239638.0,726913.0
4560097.0,1015956.0,2230086.0,724148.0
4474315.0,1010007.0,2233262.0,768859.0
4481318.0,993287.0,2236462.0,734447.0
4541923.0,1012074.0,2239638.0,725637.0
4446532.0,1012298.0,2230086.0,739209.0
4502758.0,1011219.0,2233262.0,770386.0
4452734.0,872420.0,2236462.0,725129.0
4450169.0,1009714.0,2239638.0,726057.0
4582801.0,1010408.0,2230086.0,732999.0
4438748.0,1010166.0,2233262.0,769432.0
4423799.0,110089.0,2236462.0,732037.0
4497458.0,1011087.0,2239638.0,722672.0
4485586.0,1013927.0,2230086.0,727778.0
4562222.0,1013860.0,2233262.0,769318.0
4541813.0,960471.0,2236462.0,727967.0
4574856.0,1004909.0,2239638.0,723572.0
4541932.0,1015673.0,2230086.0,726753.0
4530932.0,1015649.0,2233262.0,768951.0
4514340.0,1008600.0,2236462.0,730456.0
4523969.0,968354.0,2239638.0,724018.0
4515934.0,1004081.0,2230086.0,734027.0
4507057.0,1004124.0,2233262.0,760406.0
4508049.0,1003257.0,2236462.0,727630.0
4517968.0,750023.0,2239638.0,722477.0
4562993.0,1003862.0,2230086.0,734668.0
4557602.0,1003978.0,2233262.0,768579.0
4490065.0,1003716.0,2236462.0,723989.0
4501717.0,273991.0,2239638.0,730468.0
4544378.0,1007400.0,2230086.0,728150.0
4494092.0,1007799.0,2233262.0,780831.0
4599572.0,1007716.0,2236462.0,725014.0
4553956.0,942480.0,2239638.0,718027.0
4561219.0,1014826.0,2230086.0,733840.0
4531874.0,1016449.0,2233262.0,783979.0
4556119.0,1016418.0,2236462.0,733394.0
4542845.0,1003335.0,2239638.0,730501.0
4505304.0,1004504.0,2230086.0,727002.0
4540210.0,1010905.0,2233262.0,789058.0
4513940.0,1010904.0,2236462.0,744245.0
4473193.0,1008377.0,2239638.0,723227.0
4554938.0,949513.0,2230086.0,725786.0
4561290.0,1006539.0,2233262.0,718943.0
4519401.0,1006582.0,2236462.0,719725.0
4588862.0,1005826.0,2239638.0,725415.0
5518675.0,150156.0,2230086.0,738706.0
4640169.0,1009399.0,2233262.0,727427.0
5388198.0,1009501.0,2236462.0,725658.0
4568574.0,1009213.0,2239638.0,728477.0
4616775.0,837234.0,2230086.0,742116.0
4515591.0,1013313.0,2233262.0,729240.0
4526822.0,1013791.0,2236462.0,722434.0
4511021.0,1013785.0,2239638.0,727732.0
4500321.0,994173.0,2230086.0,736527.0
4591073.0,1015116.0,2233262.0,729112.0
4538464.0,1017122.0,2236462.0,727776.0
4496775.0,1017184.0,2239638.0,718296.0
4570525.0,1013201.0,2230086.0,728899.0
4543724.0,1003916.0,2233262.0,744254.0
4548202.0,1012653.0,2236462.0,725292.0
4625428.0,1012799.0,2239638.0,452437.0
4589070.0,1011907.0,2230086.0,765632.0
4578699.0,935408.0,2233262.0,790049.0
4581175.0,1011343.0,2236462.0,724718.0
4582737.0,1011740.0,2239638.0,733229.0
4601443.0,1011485.0,2230086.0,747197.0
4508317.0,197979.0,2233262.0,791390.0
4555365.0,1008826.0,2236462.0,738243.0
6261380.0,1010016.0,2239638.0,724264.0
5169260.0,1009947.0,2230086.0,740508.0
4717663.0,810475.0,2233262.0,792775.0
4574812.0,1007099.0,2236462.0,726504.0
4508838.0,1011864.0,2239638.0,723826.0
4518836.0,1011865.0,2230086.0,768563.0
4476877.0,992520.0,2233262.0,795543.0
4483019.0,984065.0,2236462.0,728488.0
4507004.0,1012267.0,2239638.0,721196.0
4583599.0,1012345.0,2230086.0,764102.0
4587216.0,1009403.0,2233262.0,724403.0
4473120.0,851972.0,2236462.0,732297.0
4498928.0,1005219.0,2239638.0,724827.0
4535458.0,1005434.0,2230086.0,771113.0
4514689.0,1004887.0,2233262.0,723465.0
4450817.0,433079.0,2236462.0,723704.0
4486345.0,1001177.0,2239638.0,737664.0
4531190.0,1001769.0,2230086.0,747589.0
4529587.0,1001569.0,2233262.0,733551.0
4529235.0,706560.0,2236462.0,720638.0
5223402.0,1008023.0,2239638.0,722887.0
4643703.0,1011169.0,2230086.0,755438.0
3027500.0,1011097.0,2233262.0,735048.0
3891647.0,961606.0,2236462.0,735958.0
4632853.0,1006053.0,2239638.0,741911.0
4529316.0,1018078.0,2230086.0,749044.0
4634755.0,1018011.0,2233262.0,721339.0
4669221.0,1007944.0,2236462.0,718216.0
4616782.0,966580.0,2239638.0,720383.0
4554874.0,1007132.0,2230086.0,769496.0
4701021.0,1007129.0,2233262.0,724577.0
4523966.0,1005408.0,2236462.0,728537.0
4629336.0,722188.0,2239638.0,740245.0
4653381.0,1004063.0,2230086.0,755874.0
4678860.0,1004099.0,2233262.0,722460.0
4546178.0,1003656.0,2236462.0,723101.0
4618815.0,320117.0,2239638.0,726510.0
4610741.0,1008858.0,2230086.0,766374.0
4609558.0,1009025.0,2233262.0,724267.0
4630518.0,1008863.0,2236462.0,726251.0
4705711.0,928300.0,2239638.0,732062.0
4563812.0,1011488.0,2230086.0,768274.0
4717873.0,1012007.0,2233262.0,728739.0
4516001.0,1011933.0,2236462.0,729289.0
4676686.0,1001332.0,2239638.0,719862.0
4507073.0,1009136.0,2230086.0,769450.0
3691878.0,1013088.0,2233262.0,722575.0
3286520.0,1013094.0,2236462.0,726981.0
3297170.0,1011101.0,2239638.0,723540.0
3288253.0,978510.0,2230086.0,767948.0
2176796.0,1018545.0,2233262.0,722152.0
2967846.0,1018598.0,2236462.0,728726.0
3233500.0,1017902.0,2239638.0,731886.0
2806049.0,427130.0,2230086.0,768838.0
