RDMA MTP: Optimizing for 256 threads
[client req_send] t=261858424 ns reqId=2000004 size=17B client_node_id=2
[server req_recv] t=261860632 ns reqId=2000004 size=17B client_node_id=2
[client rdma_recv] t=261862896 ns reqId=5000002 size=665608B client_node_id=5
[client req_send] t=261865396 ns reqId=5000004 size=17B client_node_id=5
[server req_recv] t=261867604 ns reqId=5000004 size=17B client_node_id=5
[client rdma_recv] t=261869868 ns reqId=3000002 size=665608B client_node_id=3
[client req_send] t=261872368 ns reqId=3000004 size=17B client_node_id=3
[server req_recv] t=261874576 ns reqId=3000004 size=17B client_node_id=3
[client rdma_recv] t=261891688 ns reqId=6000001 size=665608B client_node_id=6
[client req_send] t=261894188 ns reqId=6000003 size=17B client_node_id=6
[server req_recv] t=261897500 ns reqId=6000003 size=17B client_node_id=6
[client rdma_recv] t=261898660 ns reqId=8000001 size=665608B client_node_id=8
[client req_send] t=261901160 ns reqId=8000003 size=17B client_node_id=8
[server req_recv] t=261904472 ns reqId=8000003 size=17B client_node_id=8
[client rdma_recv] t=261905632 ns reqId=10000001 size=665608B client_node_id=10
[client req_send] t=261908132 ns reqId=10000003 size=17B client_node_id=10
[server req_recv] t=261911444 ns reqId=10000003 size=17B client_node_id=10
[client rdma_recv] t=261912604 ns reqId=7000001 size=665608B client_node_id=7
[client req_send] t=261915104 ns reqId=7000003 size=17B client_node_id=7
[server req_recv] t=261918416 ns reqId=7000003 size=17B client_node_id=7
[client rdma_recv] t=261919576 ns reqId=9000001 size=665608B client_node_id=9
[client req_send] t=261922076 ns reqId=9000003 size=17B client_node_id=9
[server req_recv] t=261925388 ns reqId=9000003 size=17B client_node_id=9
[client rdma_recv] t=261926500 ns reqId=11000001 size=665608B client_node_id=11
[client req_send] t=261929000 ns reqId=11000003 size=17B client_node_id=11
[server req_recv] t=261932312 ns reqId=11000003 size=17B client_node_id=11
[client rdma_recv] t=261933424 ns reqId=6000002 size=665608B client_node_id=6
[client req_send] t=261935924 ns reqId=6000004 size=17B client_node_id=6
[server req_recv] t=261939236 ns reqId=6000004 size=17B client_node_id=6
[client rdma_recv] t=261940348 ns reqId=8000002 size=665608B client_node_id=8
[client req_send] t=261942848 ns reqId=8000004 size=17B client_node_id=8
[server req_recv] t=261946160 ns reqId=8000004 size=17B client_node_id=8
[client rdma_recv] t=261947320 ns reqId=10000002 size=665608B client_node_id=10
[client req_send] t=261949820 ns reqId=10000004 size=17B client_node_id=10
[server req_recv] t=261953132 ns reqId=10000004 size=17B client_node_id=10
[client rdma_recv] t=261954292 ns reqId=7000002 size=665608B client_node_id=7
[client req_send] t=261956792 ns reqId=7000004 size=17B client_node_id=7
[server req_recv] t=261960104 ns reqId=7000004 size=17B client_node_id=7
[client rdma_recv] t=261961264 ns reqId=9000002 size=665608B client_node_id=9
[client req_send] t=261963764 ns reqId=9000004 size=17B client_node_id=9
[server req_recv] t=261967076 ns reqId=9000004 size=17B client_node_id=9
[client rdma_recv] t=261968236 ns reqId=11000002 size=665608B client_node_id=11
[client req_send] t=261970736 ns reqId=11000004 size=17B client_node_id=11
[server req_recv] t=261974048 ns reqId=11000004 size=17B client_node_id=11
[server resp_send] t=511796068 ns reqId=4000003 size=41B client_node_id=4
[client resp_recv] t=511797210 ns reqId=4000003 size=41B client_node_id=4
[client hand_send] t=511797210 ns reqId=4000003 size=10B client_node_id=4
[server hand_recv] t=511798352 ns reqId=4000003 size=10B client_node_id=4
[server resp_send] t=511802992 ns reqId=4000004 size=41B client_node_id=4
[client resp_recv] t=511804134 ns reqId=4000004 size=41B client_node_id=4
[client hand_send] t=511804134 ns reqId=4000004 size=10B client_node_id=4
[server hand_recv] t=511805276 ns reqId=4000004 size=10B client_node_id=4
[server resp_send] t=511825868 ns reqId=1000003 size=41B client_node_id=1
[client resp_recv] t=511828152 ns reqId=1000003 size=41B client_node_id=1
[client hand_send] t=511828152 ns reqId=1000003 size=10B client_node_id=1
[server hand_recv] t=511830390 ns reqId=1000003 size=10B client_node_id=1
[server resp_send] t=511832840 ns reqId=2000003 size=41B client_node_id=2
[client resp_recv] t=511835124 ns reqId=2000003 size=41B client_node_id=2
[client hand_send] t=511835124 ns reqId=2000003 size=10B client_node_id=2
[server hand_recv] t=511837362 ns reqId=2000003 size=10B client_node_id=2
[server resp_send] t=511839812 ns reqId=5000003 size=41B client_node_id=5
[client resp_recv] t=511842096 ns reqId=5000003 size=41B client_node_id=5
[client hand_send] t=511842096 ns reqId=5000003 size=10B client_node_id=5
[server hand_recv] t=511844334 ns reqId=5000003 size=10B client_node_id=5
[server resp_send] t=511846736 ns reqId=3000003 size=41B client_node_id=3
[client resp_recv] t=511849020 ns reqId=3000003 size=41B client_node_id=3
[client hand_send] t=511849020 ns reqId=3000003 size=10B client_node_id=3
[server hand_recv] t=511851258 ns reqId=3000003 size=10B client_node_id=3
[server resp_send] t=511853660 ns reqId=1000004 size=41B client_node_id=1
[client resp_recv] t=511855944 ns reqId=1000004 size=41B client_node_id=1
[client hand_send] t=511855944 ns reqId=1000004 size=10B client_node_id=1
[server hand_recv] t=511858182 ns reqId=1000004 size=10B client_node_id=1
[server resp_send] t=511860632 ns reqId=2000004 size=41B client_node_id=2
[client resp_recv] t=511862916 ns reqId=2000004 size=41B client_node_id=2
[client hand_send] t=511862916 ns reqId=2000004 size=10B client_node_id=2
[server hand_recv] t=511865154 ns reqId=2000004 size=10B client_node_id=2
[server resp_send] t=511867604 ns reqId=5000004 size=41B client_node_id=5
[client resp_recv] t=511869888 ns reqId=5000004 size=41B client_node_id=5
[client hand_send] t=511869888 ns reqId=5000004 size=10B client_node_id=5
[server hand_recv] t=511872126 ns reqId=5000004 size=10B client_node_id=5
[server resp_send] t=511874576 ns reqId=3000004 size=41B client_node_id=3
[client resp_recv] t=511876860 ns reqId=3000004 size=41B client_node_id=3
[client hand_send] t=511876860 ns reqId=3000004 size=10B client_node_id=3
[server hand_recv] t=511879098 ns reqId=3000004 size=10B client_node_id=3
[server resp_send] t=511897500 ns reqId=6000003 size=41B client_node_id=6
[client resp_recv] t=511900926 ns reqId=6000003 size=41B client_node_id=6
[client hand_send] t=511900926 ns reqId=6000003 size=10B client_node_id=6
[server hand_recv] t=511904260 ns reqId=6000003 size=10B client_node_id=6
[server resp_send] t=511904472 ns reqId=8000003 size=41B client_node_id=8
[client resp_recv] t=511907898 ns reqId=8000003 size=41B client_node_id=8
[client hand_send] t=511907898 ns reqId=8000003 size=10B client_node_id=8
[server hand_recv] t=511911232 ns reqId=8000003 size=10B client_node_id=8
[server resp_send] t=511911444 ns reqId=10000003 size=41B client_node_id=10
[client resp_recv] t=511914870 ns reqId=10000003 size=41B client_node_id=10
[client hand_send] t=511914870 ns reqId=10000003 size=10B client_node_id=10
[server hand_recv] t=511918204 ns reqId=10000003 size=10B client_node_id=10
[server resp_send] t=511918416 ns reqId=7000003 size=41B client_node_id=7
[client resp_recv] t=511921842 ns reqId=7000003 size=41B client_node_id=7
[client hand_send] t=511921842 ns reqId=7000003 size=10B client_node_id=7
[server hand_recv] t=511925176 ns reqId=7000003 size=10B client_node_id=7
[server resp_send] t=511925388 ns reqId=9000003 size=41B client_node_id=9
[client resp_recv] t=511928814 ns reqId=9000003 size=41B client_node_id=9
[client hand_send] t=511928814 ns reqId=9000003 size=10B client_node_id=9
[server hand_recv] t=511932148 ns reqId=9000003 size=10B client_node_id=9
[server resp_send] t=511932312 ns reqId=11000003 size=41B client_node_id=11
[client resp_recv] t=511935738 ns reqId=11000003 size=41B client_node_id=11
[client hand_send] t=511935738 ns reqId=11000003 size=10B client_node_id=11
[server hand_recv] t=511939072 ns reqId=11000003 size=10B client_node_id=11
[server resp_send] t=511939236 ns reqId=6000004 size=41B client_node_id=6
[client resp_recv] t=511942662 ns reqId=6000004 size=41B client_node_id=6
[client hand_send] t=511942662 ns reqId=6000004 size=10B client_node_id=6
[server hand_recv] t=511945996 ns reqId=6000004 size=10B client_node_id=6
[server resp_send] t=511946160 ns reqId=8000004 size=41B client_node_id=8
[server rdma_send] t=511948352 ns reqId=4000003 size=665608B client_node_id=4
[client resp_recv] t=511949586 ns reqId=8000004 size=41B client_node_id=8
[client hand_send] t=511949586 ns reqId=8000004 size=10B client_node_id=8
[server hand_recv] t=511952920 ns reqId=8000004 size=10B client_node_id=8
[server resp_send] t=511953132 ns reqId=10000004 size=41B client_node_id=10
[server rdma_send] t=511955276 ns reqId=4000004 size=665608B client_node_id=4
[client resp_recv] t=511959064 ns reqId=10000004 size=41B client_node_id=10
[client hand_send] t=511959064 ns reqId=10000004 size=10B client_node_id=10
[server resp_send] t=511960104 ns reqId=7000004 size=41B client_node_id=7
[server hand_recv] t=511962398 ns reqId=10000004 size=10B client_node_id=10
[client resp_recv] t=511966421 ns reqId=7000004 size=41B client_node_id=7
[client hand_send] t=511966421 ns reqId=7000004 size=10B client_node_id=7
[server resp_send] t=511967076 ns reqId=9000004 size=41B client_node_id=9
[server hand_recv] t=511969755 ns reqId=7000004 size=10B client_node_id=7
[server resp_send] t=511974048 ns reqId=11000004 size=41B client_node_id=11
[server rdma_send] t=511980390 ns reqId=1000003 size=665608B client_node_id=1
[client resp_recv] t=511981016 ns reqId=9000004 size=41B client_node_id=9
[client hand_send] t=511981016 ns reqId=9000004 size=10B client_node_id=9
[client resp_recv] t=511981087 ns reqId=11000004 size=41B client_node_id=11
[client hand_send] t=511981087 ns reqId=11000004 size=10B client_node_id=11
[server hand_recv] t=511984350 ns reqId=9000004 size=10B client_node_id=9
[server hand_recv] t=511984444 ns reqId=11000004 size=10B client_node_id=11
[server rdma_send] t=511987362 ns reqId=2000003 size=665608B client_node_id=2
[server rdma_send] t=511994334 ns reqId=5000003 size=665608B client_node_id=5
[server rdma_send] t=512001258 ns reqId=3000003 size=665608B client_node_id=3
[server rdma_send] t=512008182 ns reqId=1000004 size=665608B client_node_id=1
[server rdma_send] t=512015154 ns reqId=2000004 size=665608B client_node_id=2
[server rdma_send] t=512022126 ns reqId=5000004 size=665608B client_node_id=5
[server rdma_send] t=512029098 ns reqId=3000004 size=665608B client_node_id=3
[server rdma_send] t=512054260 ns reqId=6000003 size=665608B client_node_id=6
[server rdma_send] t=512061232 ns reqId=8000003 size=665608B client_node_id=8
[server rdma_send] t=512068204 ns reqId=10000003 size=665608B client_node_id=10
[server rdma_send] t=512075176 ns reqId=7000003 size=665608B client_node_id=7
[server rdma_send] t=512082148 ns reqId=9000003 size=665608B client_node_id=9
[server rdma_send] t=512089072 ns reqId=11000003 size=665608B client_node_id=11
[server rdma_send] t=512095996 ns reqId=6000004 size=665608B client_node_id=6
[server rdma_send] t=512102920 ns reqId=8000004 size=665608B client_node_id=8
[server rdma_send] t=512112398 ns reqId=10000004 size=665608B client_node_id=10
[server rdma_send] t=512119755 ns reqId=7000004 size=665608B client_node_id=7
[server rdma_send] t=512134350 ns reqId=9000004 size=665608B client_node_id=9
[server rdma_send] t=512134444 ns reqId=11000004 size=665608B client_node_id=11
[client rdma_recv] t=523211576 ns reqId=4000003 size=665608B client_node_id=4
[client req_send] t=523214076 ns reqId=4000005 size=17B client_node_id=4
[server req_recv] t=523215180 ns reqId=4000005 size=17B client_node_id=4
[client rdma_recv] t=523218500 ns reqId=4000004 size=665608B client_node_id=4
[client req_send] t=523221000 ns reqId=4000006 size=17B client_node_id=4
[server req_recv] t=523222104 ns reqId=4000006 size=17B client_node_id=4
[client rdma_recv] t=523530202 ns reqId=1000003 size=665608B client_node_id=1
[client req_send] t=523532702 ns reqId=1000005 size=17B client_node_id=1
[server req_recv] t=523534910 ns reqId=1000005 size=17B client_node_id=1
[client rdma_recv] t=523537126 ns reqId=2000003 size=665608B client_node_id=2
[client req_send] t=523539626 ns reqId=2000005 size=17B client_node_id=2
[server req_recv] t=523541834 ns reqId=2000005 size=17B client_node_id=2
[client rdma_recv] t=523544050 ns reqId=5000003 size=665608B client_node_id=5
[client req_send] t=523546550 ns reqId=5000005 size=17B client_node_id=5
[server req_recv] t=523548758 ns reqId=5000005 size=17B client_node_id=5
[client rdma_recv] t=523550974 ns reqId=3000003 size=665608B client_node_id=3
[client req_send] t=523553474 ns reqId=3000005 size=17B client_node_id=3
[server req_recv] t=523555682 ns reqId=3000005 size=17B client_node_id=3
[client rdma_recv] t=523557898 ns reqId=1000004 size=665608B client_node_id=1
[client req_send] t=523560398 ns reqId=1000006 size=17B client_node_id=1
[server req_recv] t=523562606 ns reqId=1000006 size=17B client_node_id=1
[client rdma_recv] t=523564822 ns reqId=2000004 size=665608B client_node_id=2
[client req_send] t=523567322 ns reqId=2000006 size=17B client_node_id=2
[server req_recv] t=523569530 ns reqId=2000006 size=17B client_node_id=2
[client rdma_recv] t=523571794 ns reqId=5000004 size=665608B client_node_id=5
[client req_send] t=523574294 ns reqId=5000006 size=17B client_node_id=5
[server req_recv] t=523576502 ns reqId=5000006 size=17B client_node_id=5
[client rdma_recv] t=523578766 ns reqId=3000004 size=665608B client_node_id=3
[client req_send] t=523581266 ns reqId=3000006 size=17B client_node_id=3
[server req_recv] t=523583474 ns reqId=3000006 size=17B client_node_id=3
[client rdma_recv] t=523688310 ns reqId=6000003 size=665608B client_node_id=6
[client req_send] t=523690810 ns reqId=6000005 size=17B client_node_id=6
[server req_recv] t=523694122 ns reqId=6000005 size=17B client_node_id=6
[client rdma_recv] t=523695234 ns reqId=8000003 size=665608B client_node_id=8
[client req_send] t=523697734 ns reqId=8000005 size=17B client_node_id=8
[server req_recv] t=523701046 ns reqId=8000005 size=17B client_node_id=8
[client rdma_recv] t=523702158 ns reqId=10000003 size=665608B client_node_id=10
[client req_send] t=523704658 ns reqId=10000005 size=17B client_node_id=10
[server req_recv] t=523707970 ns reqId=10000005 size=17B client_node_id=10
[client rdma_recv] t=523709082 ns reqId=7000003 size=665608B client_node_id=7
[client req_send] t=523711582 ns reqId=7000005 size=17B client_node_id=7
[server req_recv] t=523714894 ns reqId=7000005 size=17B client_node_id=7
[client rdma_recv] t=523716006 ns reqId=9000003 size=665608B client_node_id=9
[client req_send] t=523718506 ns reqId=9000005 size=17B client_node_id=9
[server req_recv] t=523721818 ns reqId=9000005 size=17B client_node_id=9
[client rdma_recv] t=523722930 ns reqId=11000003 size=665608B client_node_id=11
[client req_send] t=523725430 ns reqId=11000005 size=17B client_node_id=11
[server req_recv] t=523728742 ns reqId=11000005 size=17B client_node_id=11
[client rdma_recv] t=523729854 ns reqId=6000004 size=665608B client_node_id=6
[client req_send] t=523732354 ns reqId=6000006 size=17B client_node_id=6
[server req_recv] t=523735666 ns reqId=6000006 size=17B client_node_id=6
[client rdma_recv] t=523736778 ns reqId=8000004 size=665608B client_node_id=8
[client req_send] t=523739278 ns reqId=8000006 size=17B client_node_id=8
[server req_recv] t=523742590 ns reqId=8000006 size=17B client_node_id=8
[client rdma_recv] t=523743750 ns reqId=10000004 size=665608B client_node_id=10
[client req_send] t=523746250 ns reqId=10000006 size=17B client_node_id=10
[server req_recv] t=523749562 ns reqId=10000006 size=17B client_node_id=10
[client rdma_recv] t=523750722 ns reqId=7000004 size=665608B client_node_id=7
[client req_send] t=523753222 ns reqId=7000006 size=17B client_node_id=7
[server req_recv] t=523756534 ns reqId=7000006 size=17B client_node_id=7
[client rdma_recv] t=523757694 ns reqId=9000004 size=665608B client_node_id=9
[client req_send] t=523760194 ns reqId=9000006 size=17B client_node_id=9
[server req_recv] t=523763506 ns reqId=9000006 size=17B client_node_id=9
