RDMA MTP: Optimizing for 256 threads
[server hand_recv] t=3065617658 ns reqId=3000023 size=10B client_node_id=3
[server rdma_send] t=3065767658 ns reqId=3000023 size=665608B client_node_id=3
[client rdma_recv] t=3066326670 ns reqId=3000023 size=665608B client_node_id=3
[client req_send] t=3066329170 ns reqId=3000025 size=17B client_node_id=3
[server req_recv] t=3066331378 ns reqId=3000025 size=17B client_node_id=3
[server resp_send] t=3068745577 ns reqId=2000024 size=41B client_node_id=2
[client resp_recv] t=3068747861 ns reqId=2000024 size=41B client_node_id=2
[client hand_send] t=3068747861 ns reqId=2000024 size=10B client_node_id=2
[server hand_recv] t=3068750099 ns reqId=2000024 size=10B client_node_id=2
[server resp_send] t=3068752501 ns reqId=1000024 size=41B client_node_id=1
[client resp_recv] t=3068754785 ns reqId=1000024 size=41B client_node_id=1
[client hand_send] t=3068754785 ns reqId=1000024 size=10B client_node_id=1
[server hand_recv] t=3068757023 ns reqId=1000024 size=10B client_node_id=1
[server rdma_send] t=3068900099 ns reqId=2000024 size=665608B client_node_id=2
[server rdma_send] t=3068907023 ns reqId=1000024 size=665608B client_node_id=1
[server resp_send] t=3069876920 ns reqId=3000024 size=41B client_node_id=3
[server resp_send] t=3069883844 ns reqId=5000024 size=41B client_node_id=5
[client resp_recv] t=3069893918 ns reqId=3000024 size=41B client_node_id=3
[client hand_send] t=3069893918 ns reqId=3000024 size=10B client_node_id=3
[server hand_recv] t=3069896156 ns reqId=3000024 size=10B client_node_id=3
[client resp_recv] t=3069901085 ns reqId=5000024 size=41B client_node_id=5
[client hand_send] t=3069901085 ns reqId=5000024 size=10B client_node_id=5
[server hand_recv] t=3069903323 ns reqId=5000024 size=10B client_node_id=5
[client rdma_recv] t=3069987095 ns reqId=2000024 size=665608B client_node_id=2
[client req_send] t=3069989595 ns reqId=2000026 size=17B client_node_id=2
[server req_recv] t=3069991803 ns reqId=2000026 size=17B client_node_id=2
[client rdma_recv] t=3069994019 ns reqId=1000024 size=665608B client_node_id=1
[client req_send] t=3069996519 ns reqId=1000026 size=17B client_node_id=1
[server req_recv] t=3069998727 ns reqId=1000026 size=17B client_node_id=1
[server rdma_send] t=3070046156 ns reqId=3000024 size=665608B client_node_id=3
[server rdma_send] t=3070053323 ns reqId=5000024 size=665608B client_node_id=5
[client rdma_recv] t=3071132914 ns reqId=3000024 size=665608B client_node_id=3
[client req_send] t=3071135414 ns reqId=3000026 size=17B client_node_id=3
[server req_recv] t=3071137622 ns reqId=3000026 size=17B client_node_id=3
[client rdma_recv] t=3071139838 ns reqId=5000024 size=665608B client_node_id=5
[client req_send] t=3071142338 ns reqId=5000026 size=17B client_node_id=5
[server req_recv] t=3071144546 ns reqId=5000026 size=17B client_node_id=5
[server resp_send] t=3096616072 ns reqId=6000023 size=41B client_node_id=6
[client resp_recv] t=3096619498 ns reqId=6000023 size=41B client_node_id=6
[client hand_send] t=3096619498 ns reqId=6000023 size=10B client_node_id=6
[server hand_recv] t=3096622832 ns reqId=6000023 size=10B client_node_id=6
[server resp_send] t=3096622996 ns reqId=8000023 size=41B client_node_id=8
[client resp_recv] t=3096626422 ns reqId=8000023 size=41B client_node_id=8
[client hand_send] t=3096626422 ns reqId=8000023 size=10B client_node_id=8
[server hand_recv] t=3096629756 ns reqId=8000023 size=10B client_node_id=8
[server resp_send] t=3096629920 ns reqId=10000023 size=41B client_node_id=10
[client resp_recv] t=3096633346 ns reqId=10000023 size=41B client_node_id=10
[client hand_send] t=3096633346 ns reqId=10000023 size=10B client_node_id=10
[server hand_recv] t=3096636680 ns reqId=10000023 size=10B client_node_id=10
[server resp_send] t=3096636844 ns reqId=7000023 size=41B client_node_id=7
[client resp_recv] t=3096640270 ns reqId=7000023 size=41B client_node_id=7
[client hand_send] t=3096640270 ns reqId=7000023 size=10B client_node_id=7
[server hand_recv] t=3096643604 ns reqId=7000023 size=10B client_node_id=7
[server resp_send] t=3096643768 ns reqId=9000023 size=41B client_node_id=9
[client resp_recv] t=3096647194 ns reqId=9000023 size=41B client_node_id=9
[client hand_send] t=3096647194 ns reqId=9000023 size=10B client_node_id=9
[server hand_recv] t=3096650528 ns reqId=9000023 size=10B client_node_id=9
[server resp_send] t=3096650692 ns reqId=11000023 size=41B client_node_id=11
[client resp_recv] t=3096654118 ns reqId=11000023 size=41B client_node_id=11
[client hand_send] t=3096654118 ns reqId=11000023 size=10B client_node_id=11
[server hand_recv] t=3096657452 ns reqId=11000023 size=10B client_node_id=11
[server resp_send] t=3096657616 ns reqId=6000024 size=41B client_node_id=6
[client resp_recv] t=3096661042 ns reqId=6000024 size=41B client_node_id=6
[client hand_send] t=3096661042 ns reqId=6000024 size=10B client_node_id=6
[server hand_recv] t=3096664376 ns reqId=6000024 size=10B client_node_id=6
[server resp_send] t=3096664540 ns reqId=8000024 size=41B client_node_id=8
[client resp_recv] t=3096667966 ns reqId=8000024 size=41B client_node_id=8
[client hand_send] t=3096667966 ns reqId=8000024 size=10B client_node_id=8
[server hand_recv] t=3096671300 ns reqId=8000024 size=10B client_node_id=8
[server resp_send] t=3096671512 ns reqId=10000024 size=41B client_node_id=10
[client resp_recv] t=3096674938 ns reqId=10000024 size=41B client_node_id=10
[client hand_send] t=3096674938 ns reqId=10000024 size=10B client_node_id=10
[server hand_recv] t=3096678272 ns reqId=10000024 size=10B client_node_id=10
[server resp_send] t=3096678484 ns reqId=7000024 size=41B client_node_id=7
[client resp_recv] t=3096681910 ns reqId=7000024 size=41B client_node_id=7
[client hand_send] t=3096681910 ns reqId=7000024 size=10B client_node_id=7
[server hand_recv] t=3096685244 ns reqId=7000024 size=10B client_node_id=7
[server resp_send] t=3096685456 ns reqId=9000024 size=41B client_node_id=9
[client resp_recv] t=3096688882 ns reqId=9000024 size=41B client_node_id=9
[client hand_send] t=3096688882 ns reqId=9000024 size=10B client_node_id=9
[server hand_recv] t=3096692216 ns reqId=9000024 size=10B client_node_id=9
[server resp_send] t=3096692428 ns reqId=11000024 size=41B client_node_id=11
[client resp_recv] t=3096695854 ns reqId=11000024 size=41B client_node_id=11
[client hand_send] t=3096695854 ns reqId=11000024 size=10B client_node_id=11
[server hand_recv] t=3096699188 ns reqId=11000024 size=10B client_node_id=11
[server rdma_send] t=3096772832 ns reqId=6000023 size=665608B client_node_id=6
[server rdma_send] t=3096779756 ns reqId=8000023 size=665608B client_node_id=8
[server rdma_send] t=3096786680 ns reqId=10000023 size=665608B client_node_id=10
[server rdma_send] t=3096793604 ns reqId=7000023 size=665608B client_node_id=7
[server rdma_send] t=3096800528 ns reqId=9000023 size=665608B client_node_id=9
[server rdma_send] t=3096807452 ns reqId=11000023 size=665608B client_node_id=11
[server rdma_send] t=3096814376 ns reqId=6000024 size=665608B client_node_id=6
[server rdma_send] t=3096821300 ns reqId=8000024 size=665608B client_node_id=8
[server rdma_send] t=3096828272 ns reqId=10000024 size=665608B client_node_id=10
[server rdma_send] t=3096835244 ns reqId=7000024 size=665608B client_node_id=7
[server rdma_send] t=3096842216 ns reqId=9000024 size=665608B client_node_id=9
[server rdma_send] t=3096849188 ns reqId=11000024 size=665608B client_node_id=11
[client rdma_recv] t=3103158806 ns reqId=6000023 size=665608B client_node_id=6
[client req_send] t=3103161306 ns reqId=6000025 size=17B client_node_id=6
[server req_recv] t=3103164618 ns reqId=6000025 size=17B client_node_id=6
[client rdma_recv] t=3103165730 ns reqId=8000023 size=665608B client_node_id=8
[client req_send] t=3103168230 ns reqId=8000025 size=17B client_node_id=8
[server req_recv] t=3103171542 ns reqId=8000025 size=17B client_node_id=8
[client rdma_recv] t=3103172654 ns reqId=10000023 size=665608B client_node_id=10
[client req_send] t=3103175154 ns reqId=10000025 size=17B client_node_id=10
[server req_recv] t=3103178466 ns reqId=10000025 size=17B client_node_id=10
[client rdma_recv] t=3103179578 ns reqId=7000023 size=665608B client_node_id=7
[client req_send] t=3103182078 ns reqId=7000025 size=17B client_node_id=7
[server req_recv] t=3103185390 ns reqId=7000025 size=17B client_node_id=7
[client rdma_recv] t=3103186502 ns reqId=9000023 size=665608B client_node_id=9
[client req_send] t=3103189002 ns reqId=9000025 size=17B client_node_id=9
[server req_recv] t=3103192314 ns reqId=9000025 size=17B client_node_id=9
[client rdma_recv] t=3103193426 ns reqId=11000023 size=665608B client_node_id=11
[client req_send] t=3103195926 ns reqId=11000025 size=17B client_node_id=11
[server req_recv] t=3103199238 ns reqId=11000025 size=17B client_node_id=11
[client rdma_recv] t=3103200350 ns reqId=6000024 size=665608B client_node_id=6
[client req_send] t=3103202850 ns reqId=6000026 size=17B client_node_id=6
[server req_recv] t=3103206162 ns reqId=6000026 size=17B client_node_id=6
[client rdma_recv] t=3103207274 ns reqId=8000024 size=665608B client_node_id=8
[client req_send] t=3103209774 ns reqId=8000026 size=17B client_node_id=8
[server req_recv] t=3103213086 ns reqId=8000026 size=17B client_node_id=8
[client rdma_recv] t=3103214246 ns reqId=10000024 size=665608B client_node_id=10
[client req_send] t=3103216746 ns reqId=10000026 size=17B client_node_id=10
[server req_recv] t=3103220058 ns reqId=10000026 size=17B client_node_id=10
[client rdma_recv] t=3103221218 ns reqId=7000024 size=665608B client_node_id=7
[client req_send] t=3103223718 ns reqId=7000026 size=17B client_node_id=7
[server req_recv] t=3103227030 ns reqId=7000026 size=17B client_node_id=7
[client rdma_recv] t=3103228190 ns reqId=9000024 size=665608B client_node_id=9
[client req_send] t=3103230690 ns reqId=9000026 size=17B client_node_id=9
[server req_recv] t=3103234002 ns reqId=9000026 size=17B client_node_id=9
[client rdma_recv] t=3103235162 ns reqId=11000024 size=665608B client_node_id=11
[client req_send] t=3103237662 ns reqId=11000026 size=17B client_node_id=11
[server req_recv] t=3103240974 ns reqId=11000026 size=17B client_node_id=11
[server resp_send] t=3292566752 ns reqId=4000025 size=41B client_node_id=4
[client resp_recv] t=3292567894 ns reqId=4000025 size=41B client_node_id=4
[client hand_send] t=3292567894 ns reqId=4000025 size=10B client_node_id=4
[server hand_recv] t=3292569036 ns reqId=4000025 size=10B client_node_id=4
[server resp_send] t=3292573676 ns reqId=4000026 size=41B client_node_id=4
[client resp_recv] t=3292574818 ns reqId=4000026 size=41B client_node_id=4
[client hand_send] t=3292574818 ns reqId=4000026 size=10B client_node_id=4
[server hand_recv] t=3292575960 ns reqId=4000026 size=10B client_node_id=4
[server rdma_send] t=3292719036 ns reqId=4000025 size=665608B client_node_id=4
[server rdma_send] t=3292725960 ns reqId=4000026 size=665608B client_node_id=4
[client rdma_recv] t=3293790946 ns reqId=4000025 size=665608B client_node_id=4
[client req_send] t=3293793446 ns reqId=4000027 size=17B client_node_id=4
[server req_recv] t=3293794550 ns reqId=4000027 size=17B client_node_id=4
[client rdma_recv] t=3293797870 ns reqId=4000026 size=665608B client_node_id=4
[client req_send] t=3293800370 ns reqId=4000028 size=17B client_node_id=4
[server req_recv] t=3293801474 ns reqId=4000028 size=17B client_node_id=4
[server resp_send] t=3298152839 ns reqId=1000025 size=41B client_node_id=1
[client resp_recv] t=3298155123 ns reqId=1000025 size=41B client_node_id=1
[client hand_send] t=3298155123 ns reqId=1000025 size=10B client_node_id=1
[server hand_recv] t=3298157361 ns reqId=1000025 size=10B client_node_id=1
[server rdma_send] t=3298307361 ns reqId=1000025 size=665608B client_node_id=1
[client rdma_recv] t=3298866373 ns reqId=1000025 size=665608B client_node_id=1
[client req_send] t=3298868873 ns reqId=1000027 size=17B client_node_id=1
[server req_recv] t=3298871081 ns reqId=1000027 size=17B client_node_id=1
[server resp_send] t=3312075532 ns reqId=2000025 size=41B client_node_id=2
[client resp_recv] t=3312077816 ns reqId=2000025 size=41B client_node_id=2
[client hand_send] t=3312077816 ns reqId=2000025 size=10B client_node_id=2
[server hand_recv] t=3312080054 ns reqId=2000025 size=10B client_node_id=2
[server resp_send] t=3312082456 ns reqId=5000025 size=41B client_node_id=5
[client resp_recv] t=3312084740 ns reqId=5000025 size=41B client_node_id=5
[client hand_send] t=3312084740 ns reqId=5000025 size=10B client_node_id=5
[server hand_recv] t=3312086978 ns reqId=5000025 size=10B client_node_id=5
[server rdma_send] t=3312230054 ns reqId=2000025 size=665608B client_node_id=2
[server rdma_send] t=3312236978 ns reqId=5000025 size=665608B client_node_id=5
[client rdma_recv] t=3313316812 ns reqId=2000025 size=665608B client_node_id=2
[client req_send] t=3313319312 ns reqId=2000027 size=17B client_node_id=2
[server req_recv] t=3313321520 ns reqId=2000027 size=17B client_node_id=2
[client rdma_recv] t=3313323736 ns reqId=5000025 size=665608B client_node_id=5
[client req_send] t=3313326236 ns reqId=5000027 size=17B client_node_id=5
[server req_recv] t=3313328444 ns reqId=5000027 size=17B client_node_id=5
[server resp_send] t=3316331378 ns reqId=3000025 size=41B client_node_id=3
[client resp_recv] t=3316333662 ns reqId=3000025 size=41B client_node_id=3
[client hand_send] t=3316333662 ns reqId=3000025 size=10B client_node_id=3
[server hand_recv] t=3316335900 ns reqId=3000025 size=10B client_node_id=3
[server rdma_send] t=3316485900 ns reqId=3000025 size=665608B client_node_id=3
[client rdma_recv] t=3317044912 ns reqId=3000025 size=665608B client_node_id=3
[client req_send] t=3317047412 ns reqId=3000027 size=17B client_node_id=3
[server req_recv] t=3317049620 ns reqId=3000027 size=17B client_node_id=3
[server resp_send] t=3319991803 ns reqId=2000026 size=41B client_node_id=2
[client resp_recv] t=3319994087 ns reqId=2000026 size=41B client_node_id=2
[client hand_send] t=3319994087 ns reqId=2000026 size=10B client_node_id=2
[server hand_recv] t=3319996325 ns reqId=2000026 size=10B client_node_id=2
[server resp_send] t=3319998727 ns reqId=1000026 size=41B client_node_id=1
[client resp_recv] t=3320001011 ns reqId=1000026 size=41B client_node_id=1
[client hand_send] t=3320001011 ns reqId=1000026 size=10B client_node_id=1
[server hand_recv] t=3320003249 ns reqId=1000026 size=10B client_node_id=1
[server rdma_send] t=3320146325 ns reqId=2000026 size=665608B client_node_id=2
[server rdma_send] t=3320153249 ns reqId=1000026 size=665608B client_node_id=1
[server resp_send] t=3321137622 ns reqId=3000026 size=41B client_node_id=3
[server resp_send] t=3321144546 ns reqId=5000026 size=41B client_node_id=5
[client resp_recv] t=3321154620 ns reqId=3000026 size=41B client_node_id=3
[client hand_send] t=3321154620 ns reqId=3000026 size=10B client_node_id=3
[server hand_recv] t=3321156858 ns reqId=3000026 size=10B client_node_id=3
[client resp_recv] t=3321161787 ns reqId=5000026 size=41B client_node_id=5
[client hand_send] t=3321161787 ns reqId=5000026 size=10B client_node_id=5
[server hand_recv] t=3321164025 ns reqId=5000026 size=10B client_node_id=5
[client rdma_recv] t=3321233321 ns reqId=2000026 size=665608B client_node_id=2
[client req_send] t=3321235821 ns reqId=2000028 size=17B client_node_id=2
[server req_recv] t=3321238029 ns reqId=2000028 size=17B client_node_id=2
[client rdma_recv] t=3321240245 ns reqId=1000026 size=665608B client_node_id=1
[client req_send] t=3321242745 ns reqId=1000028 size=17B client_node_id=1
[server req_recv] t=3321244953 ns reqId=1000028 size=17B client_node_id=1
[server rdma_send] t=3321306858 ns reqId=3000026 size=665608B client_node_id=3
[server rdma_send] t=3321314025 ns reqId=5000026 size=665608B client_node_id=5
[client rdma_recv] t=3322393616 ns reqId=3000026 size=665608B client_node_id=3
[client req_send] t=3322396116 ns reqId=3000028 size=17B client_node_id=3
[server req_recv] t=3322398324 ns reqId=3000028 size=17B client_node_id=3
[client rdma_recv] t=3322400540 ns reqId=5000026 size=665608B client_node_id=5
[client req_send] t=3322403040 ns reqId=5000028 size=17B client_node_id=5
[server req_recv] t=3322405248 ns reqId=5000028 size=17B client_node_id=5
[server resp_send] t=3353164618 ns reqId=6000025 size=41B client_node_id=6
[client resp_recv] t=3353168044 ns reqId=6000025 size=41B client_node_id=6
[client hand_send] t=3353168044 ns reqId=6000025 size=10B client_node_id=6
[server hand_recv] t=3353171378 ns reqId=6000025 size=10B client_node_id=6
[server resp_send] t=3353171542 ns reqId=8000025 size=41B client_node_id=8
[client resp_recv] t=3353174968 ns reqId=8000025 size=41B client_node_id=8
[client hand_send] t=3353174968 ns reqId=8000025 size=10B client_node_id=8
[server hand_recv] t=3353178302 ns reqId=8000025 size=10B client_node_id=8
[server resp_send] t=3353178466 ns reqId=10000025 size=41B client_node_id=10
[client resp_recv] t=3353181892 ns reqId=10000025 size=41B client_node_id=10
[client hand_send] t=3353181892 ns reqId=10000025 size=10B client_node_id=10
[server hand_recv] t=3353185226 ns reqId=10000025 size=10B client_node_id=10
[server resp_send] t=3353185390 ns reqId=7000025 size=41B client_node_id=7
[client resp_recv] t=3353188816 ns reqId=7000025 size=41B client_node_id=7
[client hand_send] t=3353188816 ns reqId=7000025 size=10B client_node_id=7
[server hand_recv] t=3353192150 ns reqId=7000025 size=10B client_node_id=7
[server resp_send] t=3353192314 ns reqId=9000025 size=41B client_node_id=9
[client resp_recv] t=3353195740 ns reqId=9000025 size=41B client_node_id=9
[client hand_send] t=3353195740 ns reqId=9000025 size=10B client_node_id=9
[server hand_recv] t=3353199074 ns reqId=9000025 size=10B client_node_id=9
[server resp_send] t=3353199238 ns reqId=11000025 size=41B client_node_id=11
[client resp_recv] t=3353202664 ns reqId=11000025 size=41B client_node_id=11
[client hand_send] t=3353202664 ns reqId=11000025 size=10B client_node_id=11
[server hand_recv] t=3353205998 ns reqId=11000025 size=10B client_node_id=11
[server resp_send] t=3353206162 ns reqId=6000026 size=41B client_node_id=6
[client resp_recv] t=3353209588 ns reqId=6000026 size=41B client_node_id=6
[client hand_send] t=3353209588 ns reqId=6000026 size=10B client_node_id=6
[server hand_recv] t=3353212922 ns reqId=6000026 size=10B client_node_id=6
[server resp_send] t=3353213086 ns reqId=8000026 size=41B client_node_id=8
[client resp_recv] t=3353216512 ns reqId=8000026 size=41B client_node_id=8
[client hand_send] t=3353216512 ns reqId=8000026 size=10B client_node_id=8
[server hand_recv] t=3353219846 ns reqId=8000026 size=10B client_node_id=8
[server resp_send] t=3353220058 ns reqId=10000026 size=41B client_node_id=10
[client resp_recv] t=3353223484 ns reqId=10000026 size=41B client_node_id=10
[client hand_send] t=3353223484 ns reqId=10000026 size=10B client_node_id=10
[server hand_recv] t=3353226818 ns reqId=10000026 size=10B client_node_id=10
[server resp_send] t=3353227030 ns reqId=7000026 size=41B client_node_id=7
[client resp_recv] t=3353230456 ns reqId=7000026 size=41B client_node_id=7
[client hand_send] t=3353230456 ns reqId=7000026 size=10B client_node_id=7
[server hand_recv] t=3353233790 ns reqId=7000026 size=10B client_node_id=7
[server resp_send] t=3353234002 ns reqId=9000026 size=41B client_node_id=9
[client resp_recv] t=3353237428 ns reqId=9000026 size=41B client_node_id=9
[client hand_send] t=3353237428 ns reqId=9000026 size=10B client_node_id=9
[server hand_recv] t=3353240762 ns reqId=9000026 size=10B client_node_id=9
[server resp_send] t=3353240974 ns reqId=11000026 size=41B client_node_id=11
[client resp_recv] t=3353244400 ns reqId=11000026 size=41B client_node_id=11
[client hand_send] t=3353244400 ns reqId=11000026 size=10B client_node_id=11
[server hand_recv] t=3353247734 ns reqId=11000026 size=10B client_node_id=11
[server rdma_send] t=3353321378 ns reqId=6000025 size=665608B client_node_id=6
[server rdma_send] t=3353328302 ns reqId=8000025 size=665608B client_node_id=8
[server rdma_send] t=3353335226 ns reqId=10000025 size=665608B client_node_id=10
[server rdma_send] t=3353342150 ns reqId=7000025 size=665608B client_node_id=7
[server rdma_send] t=3353349074 ns reqId=9000025 size=665608B client_node_id=9
[server rdma_send] t=3353355998 ns reqId=11000025 size=665608B client_node_id=11
[server rdma_send] t=3353362922 ns reqId=6000026 size=665608B client_node_id=6
[server rdma_send] t=3353369846 ns reqId=8000026 size=665608B client_node_id=8
[server rdma_send] t=3353376818 ns reqId=10000026 size=665608B client_node_id=10
[server rdma_send] t=3353383790 ns reqId=7000026 size=665608B client_node_id=7
[server rdma_send] t=3353390762 ns reqId=9000026 size=665608B client_node_id=9
[server rdma_send] t=3353397734 ns reqId=11000026 size=665608B client_node_id=11
[client rdma_recv] t=3359707352 ns reqId=6000025 size=665608B client_node_id=6
[client req_send] t=3359709852 ns reqId=6000027 size=17B client_node_id=6
[server req_recv] t=3359713164 ns reqId=6000027 size=17B client_node_id=6
[client rdma_recv] t=3359714276 ns reqId=8000025 size=665608B client_node_id=8
[client req_send] t=3359716776 ns reqId=8000027 size=17B client_node_id=8
[server req_recv] t=3359720088 ns reqId=8000027 size=17B client_node_id=8
[client rdma_recv] t=3359721200 ns reqId=10000025 size=665608B client_node_id=10
[client req_send] t=3359723700 ns reqId=10000027 size=17B client_node_id=10
[server req_recv] t=3359727012 ns reqId=10000027 size=17B client_node_id=10
[client rdma_recv] t=3359728124 ns reqId=7000025 size=665608B client_node_id=7
[client req_send] t=3359730624 ns reqId=7000027 size=17B client_node_id=7
[server req_recv] t=3359733936 ns reqId=7000027 size=17B client_node_id=7
[client rdma_recv] t=3359735048 ns reqId=9000025 size=665608B client_node_id=9
[client req_send] t=3359737548 ns reqId=9000027 size=17B client_node_id=9
[server req_recv] t=3359740860 ns reqId=9000027 size=17B client_node_id=9
[client rdma_recv] t=3359741972 ns reqId=11000025 size=665608B client_node_id=11
[client req_send] t=3359744472 ns reqId=11000027 size=17B client_node_id=11
[server req_recv] t=3359747784 ns reqId=11000027 size=17B client_node_id=11
[client rdma_recv] t=3359748896 ns reqId=6000026 size=665608B client_node_id=6
[client req_send] t=3359751396 ns reqId=6000028 size=17B client_node_id=6
[server req_recv] t=3359754708 ns reqId=6000028 size=17B client_node_id=6
[client rdma_recv] t=3359755820 ns reqId=8000026 size=665608B client_node_id=8
[client req_send] t=3359758320 ns reqId=8000028 size=17B client_node_id=8
[server req_recv] t=3359761632 ns reqId=8000028 size=17B client_node_id=8
[client rdma_recv] t=3359762792 ns reqId=10000026 size=665608B client_node_id=10
[client req_send] t=3359765292 ns reqId=10000028 size=17B client_node_id=10
[server req_recv] t=3359768604 ns reqId=10000028 size=17B client_node_id=10
[client rdma_recv] t=3359769764 ns reqId=7000026 size=665608B client_node_id=7
[client req_send] t=3359772264 ns reqId=7000028 size=17B client_node_id=7
[server req_recv] t=3359775576 ns reqId=7000028 size=17B client_node_id=7
[client rdma_recv] t=3359776736 ns reqId=9000026 size=665608B client_node_id=9
[client req_send] t=3359779236 ns reqId=9000028 size=17B client_node_id=9
[server req_recv] t=3359782548 ns reqId=9000028 size=17B client_node_id=9
[client rdma_recv] t=3359783708 ns reqId=11000026 size=665608B client_node_id=11
[client req_send] t=3359786208 ns reqId=11000028 size=17B client_node_id=11
[server req_recv] t=3359789520 ns reqId=11000028 size=17B client_node_id=11
[server resp_send] t=3543794550 ns reqId=4000027 size=41B client_node_id=4
[client resp_recv] t=3543795692 ns reqId=4000027 size=41B client_node_id=4
[client hand_send] t=3543795692 ns reqId=4000027 size=10B client_node_id=4
[server hand_recv] t=3543796834 ns reqId=4000027 size=10B client_node_id=4
[server resp_send] t=3543801474 ns reqId=4000028 size=41B client_node_id=4
[client resp_recv] t=3543802616 ns reqId=4000028 size=41B client_node_id=4
[client hand_send] t=3543802616 ns reqId=4000028 size=10B client_node_id=4
[server hand_recv] t=3543803758 ns reqId=4000028 size=10B client_node_id=4
[server rdma_send] t=3543946834 ns reqId=4000027 size=665608B client_node_id=4
[server rdma_send] t=3543953758 ns reqId=4000028 size=665608B client_node_id=4
[client rdma_recv] t=3545018744 ns reqId=4000027 size=665608B client_node_id=4
[client req_send] t=3545021244 ns reqId=4000029 size=17B client_node_id=4
[server req_recv] t=3545022348 ns reqId=4000029 size=17B client_node_id=4
[client rdma_recv] t=3545025668 ns reqId=4000028 size=665608B client_node_id=4
[client req_send] t=3545028168 ns reqId=4000030 size=17B client_node_id=4
[server req_recv] t=3545029272 ns reqId=4000030 size=17B client_node_id=4
[server resp_send] t=3548871081 ns reqId=1000027 size=41B client_node_id=1
[client resp_recv] t=3548873365 ns reqId=1000027 size=41B client_node_id=1
[client hand_send] t=3548873365 ns reqId=1000027 size=10B client_node_id=1
[server hand_recv] t=3548875603 ns reqId=1000027 size=10B client_node_id=1
[server rdma_send] t=3549025603 ns reqId=1000027 size=665608B client_node_id=1
[client rdma_recv] t=3549584615 ns reqId=1000027 size=665608B client_node_id=1
[client req_send] t=3549587115 ns reqId=1000029 size=17B client_node_id=1
[server req_recv] t=3549589323 ns reqId=1000029 size=17B client_node_id=1
[server resp_send] t=3563321520 ns reqId=2000027 size=41B client_node_id=2
[client resp_recv] t=3563323804 ns reqId=2000027 size=41B client_node_id=2
[client hand_send] t=3563323804 ns reqId=2000027 size=10B client_node_id=2
[server hand_recv] t=3563326042 ns reqId=2000027 size=10B client_node_id=2
[server resp_send] t=3563328444 ns reqId=5000027 size=41B client_node_id=5
[client resp_recv] t=3563330728 ns reqId=5000027 size=41B client_node_id=5
[client hand_send] t=3563330728 ns reqId=5000027 size=10B client_node_id=5
[server hand_recv] t=3563332966 ns reqId=5000027 size=10B client_node_id=5
[server rdma_send] t=3563476042 ns reqId=2000027 size=665608B client_node_id=2
[server rdma_send] t=3563482966 ns reqId=5000027 size=665608B client_node_id=5
[client rdma_recv] t=3564562800 ns reqId=2000027 size=665608B client_node_id=2
[client req_send] t=3564565300 ns reqId=2000029 size=17B client_node_id=2
[server req_recv] t=3564567508 ns reqId=2000029 size=17B client_node_id=2
[client rdma_recv] t=3564569724 ns reqId=5000027 size=665608B client_node_id=5
[client req_send] t=3564572224 ns reqId=5000029 size=17B client_node_id=5
[server req_recv] t=3564574432 ns reqId=5000029 size=17B client_node_id=5
[server resp_send] t=3567049620 ns reqId=3000027 size=41B client_node_id=3
[client resp_recv] t=3567051904 ns reqId=3000027 size=41B client_node_id=3
[client hand_send] t=3567051904 ns reqId=3000027 size=10B client_node_id=3
[server hand_recv] t=3567054142 ns reqId=3000027 size=10B client_node_id=3
[server rdma_send] t=3567204142 ns reqId=3000027 size=665608B client_node_id=3
[client rdma_recv] t=3567763154 ns reqId=3000027 size=665608B client_node_id=3
[client req_send] t=3567765654 ns reqId=3000029 size=17B client_node_id=3
[server req_recv] t=3567767862 ns reqId=3000029 size=17B client_node_id=3
[server resp_send] t=3571238029 ns reqId=2000028 size=41B client_node_id=2
[client resp_recv] t=3571240313 ns reqId=2000028 size=41B client_node_id=2
[client hand_send] t=3571240313 ns reqId=2000028 size=10B client_node_id=2
[server hand_recv] t=3571242551 ns reqId=2000028 size=10B client_node_id=2
[server resp_send] t=3571244953 ns reqId=1000028 size=41B client_node_id=1
[client resp_recv] t=3571247237 ns reqId=1000028 size=41B client_node_id=1
[client hand_send] t=3571247237 ns reqId=1000028 size=10B client_node_id=1
[server hand_recv] t=3571249475 ns reqId=1000028 size=10B client_node_id=1
[server rdma_send] t=3571392551 ns reqId=2000028 size=665608B client_node_id=2
[server rdma_send] t=3571399475 ns reqId=1000028 size=665608B client_node_id=1
[server resp_send] t=3572398324 ns reqId=3000028 size=41B client_node_id=3
[server resp_send] t=3572405248 ns reqId=5000028 size=41B client_node_id=5
[client resp_recv] t=3572415322 ns reqId=3000028 size=41B client_node_id=3
[client hand_send] t=3572415322 ns reqId=3000028 size=10B client_node_id=3
[server hand_recv] t=3572417560 ns reqId=3000028 size=10B client_node_id=3
[client resp_recv] t=3572422489 ns reqId=5000028 size=41B client_node_id=5
[client hand_send] t=3572422489 ns reqId=5000028 size=10B client_node_id=5
[server hand_recv] t=3572424727 ns reqId=5000028 size=10B client_node_id=5
[client rdma_recv] t=3572479547 ns reqId=2000028 size=665608B client_node_id=2
[client req_send] t=3572482047 ns reqId=2000030 size=17B client_node_id=2
[server req_recv] t=3572484255 ns reqId=2000030 size=17B client_node_id=2
[client rdma_recv] t=3572486471 ns reqId=1000028 size=665608B client_node_id=1
[client req_send] t=3572488971 ns reqId=1000030 size=17B client_node_id=1
