local,flowsim,ns3,m4
2869752.0,351824.0,672917.0,422195.0
2899839.0,361318.0,673493.0,418554.0
2151037.0,272566.0,672917.0,428698.0
2839995.0,360877.0,673493.0,417693.0
3157869.0,35521.0,672917.0,424013.0
3215299.0,363933.0,673493.0,419520.0
2713285.0,318421.0,672917.0,425573.0
2726280.0,359342.0,673493.0,418026.0
2727332.0,355559.0,672917.0,439024.0
2758321.0,359225.0,673493.0,419466.0
2614898.0,358537.0,672917.0,438109.0
2900540.0,367414.0,673493.0,416556.0
2452520.0,367300.0,672917.0,437516.0
3160936.0,365765.0,673493.0,420531.0
2222893.0,365732.0,672917.0,441033.0
2781554.0,359002.0,673493.0,428221.0
3012263.0,359024.0,672917.0,442668.0
2694209.0,359729.0,673493.0,418101.0
2752699.0,359901.0,672917.0,446287.0
2879201.0,368016.0,673493.0,432065.0
2926490.0,368478.0,672917.0,443323.0
2980142.0,357633.0,673493.0,421586.0
2888377.0,360226.0,672917.0,448124.0
2963680.0,334062.0,673493.0,426505.0
2940527.0,365171.0,672917.0,451126.0
3162167.0,46694.0,673493.0,414015.0
2918254.0,359955.0,672917.0,458302.0
3022071.0,245844.0,673493.0,423050.0
3463440.0,366377.0,672917.0,462629.0
2833483.0,355859.0,673493.0,429297.0
2779871.0,358232.0,677484.0,464090.0
2771035.0,357339.0,678060.0,419521.0
3133954.0,359705.0,676832.0,429928.0
3144974.0,359555.0,676832.0,424393.0
2889765.0,368968.0,674311.0,435530.0
2870569.0,368932.0,676125.0,428049.0
2999955.0,366993.0,672917.0,433815.0
2936064.0,366987.0,673493.0,426263.0
2694365.0,360077.0,672917.0,427089.0
3193962.0,360101.0,673493.0,420404.0
2870800.0,360302.0,672917.0,419106.0
3146794.0,360378.0,673493.0,419763.0
2670008.0,364893.0,672917.0,417192.0
2692521.0,365350.0,673493.0,416289.0
2822437.0,357611.0,672917.0,417896.0
2754048.0,360126.0,673493.0,423332.0
2851393.0,336004.0,672917.0,433099.0
2686580.0,366165.0,673493.0,419803.0
2637576.0,50447.0,672917.0,429520.0
2444089.0,360295.0,673493.0,417584.0
2443127.0,241572.0,672917.0,419013.0
2433499.0,367956.0,673493.0,431036.0
2427238.0,357114.0,672917.0,419421.0
2054610.0,360212.0,673493.0,415458.0
2576731.0,359303.0,672917.0,432414.0
1641356.0,364173.0,673493.0,429613.0
1673717.0,364005.0,672917.0,422472.0
2148839.0,362644.0,673493.0,422638.0
2209704.0,362616.0,672917.0,429528.0
1302773.0,369783.0,673493.0,422958.0
1759069.0,369776.0,672917.0,423651.0
1600518.0,367269.0,673493.0,420866.0
2130674.0,367271.0,672917.0,426130.0
2161453.0,357840.0,673493.0,417031.0
2129743.0,357852.0,672917.0,424889.0
2176762.0,359480.0,673493.0,425429.0
2317248.0,359531.0,672917.0,428531.0
2164088.0,367713.0,673493.0,417713.0
2262915.0,367986.0,677484.0,422567.0
2194826.0,358903.0,678060.0,422348.0
1558448.0,360376.0,676832.0,424635.0
1663037.0,349731.0,676832.0,422280.0
1531708.0,367101.0,674311.0,425019.0
1433541.0,208256.0,676125.0,417196.0
1654992.0,360176.0,672917.0,423771.0
1696961.0,83933.0,673493.0,419319.0
1203895.0,365225.0,672917.0,420130.0
1558067.0,341293.0,673493.0,421628.0
1282995.0,360379.0,672917.0,419585.0
1180180.0,358450.0,673493.0,427408.0
281224.0,366059.0,672917.0,418892.0
1482154.0,365665.0,673493.0,422209.0
1803844.0,360611.0,672917.0,418849.0
1425987.0,360548.0,673493.0,420944.0
1451034.0,362911.0,672917.0,418411.0
1411860.0,362895.0,673493.0,423387.0
978979.0,362803.0,672917.0,427048.0
996682.0,362825.0,673493.0,420925.0
1190931.0,359820.0,672917.0,418911.0
1364009.0,359912.0,673493.0,426495.0
1185630.0,366179.0,672917.0,414953.0
1454170.0,366693.0,673493.0,423793.0
1671914.0,357321.0,672917.0,432037.0
1648299.0,360142.0,673493.0,424142.0
1640925.0,331725.0,672917.0,416408.0
1438170.0,365517.0,673493.0,426164.0
1756985.0,36791.0,672917.0,419582.0
979278.0,360110.0,673493.0,418493.0
956445.0,257612.0,672917.0,424769.0
1361785.0,365170.0,673493.0,430606.0
1542238.0,355663.0,672917.0,424426.0
1368357.0,358977.0,673493.0,420705.0
863709.0,358184.0,672917.0,415935.0
840656.0,359627.0,673493.0,420474.0
1930905.0,359483.0,672917.0,420900.0
1151045.0,369216.0,673493.0,418430.0
1601089.0,369172.0,677484.0,424336.0
1347969.0,364356.0,678060.0,431045.0
1377825.0,364349.0,676832.0,426353.0
999897.0,362645.0,676832.0,422690.0
1432800.0,362673.0,674311.0,421905.0
1729493.0,359730.0,676125.0,428170.0
1327310.0,359835.0,672917.0,428556.0
1304105.0,365292.0,673493.0,424498.0
1183667.0,365873.0,672917.0,426690.0
1359581.0,356867.0,673493.0,426386.0
1186121.0,360063.0,616448.0,422238.0
1180651.0,327145.0,618838.0,427758.0
1358308.0,365430.0,377990.0,423295.0
1369820.0,36659.0,377990.0,434755.0
1185730.0,360500.0,377990.0,428614.0
1344693.0,262583.0,377990.0,449594.0
1101661.0,363809.0,377990.0,429302.0
745405.0,354750.0,377990.0,458020.0
703105.0,361237.0,377990.0,419637.0
1147979.0,360484.0,377990.0,461744.0
1207732.0,359828.0,377990.0,415894.0
1185891.0,359691.0,377990.0,468954.0
1353028.0,367303.0,377990.0,420854.0
1398816.0,367267.0,377990.0,464467.0
996772.0,360290.0,377990.0,423910.0
1189237.0,360290.0,377990.0,463586.0
1184248.0,366714.0,377990.0,421361.0
1364771.0,366749.0,377990.0,462271.0
1185831.0,360027.0,377990.0,418211.0
920587.0,360161.0,377990.0,432357.0
655194.0,364819.0,377990.0,428820.0
655154.0,365574.0,377990.0,440151.0
655144.0,350788.0,377990.0,416969.0
655043.0,360008.0,377990.0,419469.0
655264.0,273948.0,377990.0,420477.0
654903.0,361092.0,377990.0,430827.0
279570.0,35521.0,377990.0,432617.0
322111.0,365535.0,377990.0,417676.0
330117.0,318640.0,377990.0,432612.0
318585.0,362834.0,377990.0,421810.0
323053.0,358491.0,377990.0,420110.0
322742.0,360414.0,377990.0,421622.0
