local,flowsim,ns3,m4
86223.0,4802.0,16332.0,26823.0
88667.0,4802.0,15513.0,24692.0
49793.0,4802.0,16332.0,26608.0
85862.0,4802.0,15513.0,24692.0
88578.0,4802.0,16332.0,26517.0
94169.0,4802.0,15513.0,26998.0
85542.0,4802.0,16332.0,26482.0
171886.0,4802.0,15513.0,24692.0
81384.0,4802.0,16332.0,27239.0
78739.0,4802.0,15513.0,24692.0
56397.0,4802.0,16332.0,27760.0
86945.0,4802.0,15513.0,24692.0
227222.0,4802.0,16332.0,24692.0
64682.0,4802.0,15513.0,24692.0
83839.0,4802.0,16332.0,24692.0
85933.0,4805.0,15513.0,24692.0
88808.0,4802.0,16332.0,24692.0
139394.0,4805.0,15513.0,24692.0
86034.0,4802.0,16332.0,24692.0
86705.0,4850.0,15513.0,24692.0
144564.0,4802.0,16332.0,24692.0
137190.0,4802.0,15513.0,24692.0
145366.0,4802.0,16332.0,24692.0
120448.0,4802.0,15513.0,24692.0
92857.0,4802.0,16332.0,24692.0
137039.0,4802.0,15513.0,24692.0
85772.0,4802.0,16332.0,24692.0
94210.0,4802.0,15513.0,24692.0
85963.0,4802.0,16332.0,24692.0
87106.0,4802.0,15513.0,24692.0
89721.0,4802.0,13918.0,24692.0
187235.0,4802.0,13099.0,24692.0
178479.0,4802.0,12098.0,24692.0
85942.0,4802.0,12089.0,24692.0
84780.0,4802.0,12089.0,24692.0
192064.0,4802.0,12089.0,24692.0
85953.0,4802.0,21431.0,24692.0
86293.0,4802.0,19548.0,24692.0
83078.0,4802.0,16332.0,24692.0
88128.0,4802.0,15513.0,24692.0
142260.0,4805.0,16332.0,24692.0
34785.0,4802.0,15513.0,24692.0
127061.0,4850.0,16332.0,24692.0
90492.0,4802.0,15513.0,24692.0
87105.0,4850.0,16332.0,24692.0
90262.0,4802.0,15513.0,24692.0
107574.0,4802.0,16332.0,24692.0
24586.0,4802.0,15513.0,24692.0
92796.0,4802.0,16332.0,24692.0
87556.0,4802.0,15513.0,24692.0
264452.0,4802.0,16332.0,24692.0
88578.0,4802.0,15513.0,24692.0
172256.0,4802.0,16332.0,24692.0
43042.0,4802.0,15513.0,24692.0
18274.0,4802.0,16332.0,24692.0
190722.0,4802.0,15513.0,24692.0
200640.0,4802.0,16332.0,24692.0
146708.0,4802.0,15513.0,24692.0
178007.0,4802.0,16332.0,24692.0
88237.0,4802.0,15513.0,24692.0
196283.0,4802.0,16332.0,24692.0
170163.0,4802.0,15513.0,24692.0
86123.0,4802.0,16332.0,24692.0
86103.0,4809.0,15513.0,24692.0
85412.0,4802.0,16332.0,24692.0
83538.0,4805.0,15513.0,24692.0
142491.0,4802.0,16332.0,24692.0
14738.0,4850.0,15513.0,24692.0
89289.0,4802.0,13918.0,24692.0
87025.0,4802.0,13099.0,24692.0
87195.0,4802.0,12098.0,24692.0
85292.0,4802.0,12089.0,24692.0
158200.0,4802.0,12089.0,24692.0
137150.0,4802.0,12089.0,24692.0
91444.0,4802.0,21431.0,24692.0
69201.0,4802.0,19548.0,24692.0
84460.0,4802.0,16332.0,24692.0
39305.0,4802.0,15513.0,24692.0
86916.0,4802.0,16332.0,24692.0
159363.0,4802.0,15513.0,24692.0
203156.0,4802.0,16332.0,24692.0
88178.0,4802.0,15513.0,24692.0
10139.0,4802.0,16332.0,24692.0
90542.0,4802.0,15513.0,24692.0
15009.0,4802.0,16332.0,24692.0
67999.0,4802.0,15513.0,24692.0
86353.0,4802.0,16332.0,24692.0
90441.0,4802.0,15513.0,25859.0
85844.0,4805.0,16332.0,25050.0
87627.0,4802.0,15513.0,25318.0
115289.0,4850.0,16332.0,25033.0
87806.0,4802.0,15513.0,25312.0
167328.0,4850.0,16332.0,26443.0
89540.0,4802.0,15513.0,25316.0
51868.0,4802.0,16332.0,26992.0
15410.0,4802.0,15513.0,25489.0
86815.0,4802.0,16332.0,26947.0
35578.0,4802.0,15513.0,26677.0
61867.0,4802.0,16332.0,26676.0
87276.0,4802.0,15513.0,27102.0
87396.0,4802.0,16332.0,26472.0
89600.0,4802.0,15513.0,24692.0
87134.0,4802.0,16332.0,25682.0
88598.0,4802.0,15513.0,24692.0
57740.0,4802.0,16332.0,26032.0
90061.0,4802.0,15513.0,24692.0
87567.0,4802.0,13918.0,24692.0
87436.0,4802.0,13099.0,24692.0
87425.0,4802.0,12098.0,27683.0
89540.0,4802.0,12089.0,24940.0
87957.0,4802.0,12089.0,28122.0
11432.0,4805.0,12089.0,24692.0
35277.0,4802.0,21431.0,27882.0
87216.0,4850.0,19548.0,24692.0
77988.0,4802.0,16332.0,24692.0
59804.0,4850.0,15513.0,24692.0
138834.0,4802.0,16332.0,24692.0
52991.0,4809.0,15513.0,24692.0
64913.0,4802.0,12089.0,24692.0
87045.0,4802.0,12089.0,24692.0
87857.0,4802.0,12089.0,24692.0
87167.0,4802.0,12089.0,24692.0
88518.0,4802.0,12089.0,27859.0
91323.0,4802.0,12089.0,24692.0
89510.0,4802.0,12089.0,27986.0
88969.0,4802.0,12089.0,24692.0
87206.0,4802.0,12089.0,24692.0
87046.0,4802.0,12089.0,24692.0
111612.0,4802.0,12089.0,24692.0
85772.0,4802.0,12089.0,24692.0
87666.0,4802.0,12089.0,24692.0
89820.0,4802.0,12089.0,24692.0
86755.0,4802.0,12089.0,24692.0
87375.0,4802.0,12089.0,24692.0
85073.0,4805.0,12089.0,24692.0
88588.0,4802.0,12089.0,24692.0
86514.0,4850.0,12089.0,24692.0
63591.0,4802.0,12089.0,24692.0
86043.0,4850.0,12089.0,24692.0
89039.0,4802.0,12089.0,24692.0
86756.0,4802.0,12089.0,24692.0
88478.0,4802.0,12089.0,24692.0
89280.0,4802.0,12089.0,24692.0
89780.0,4802.0,12089.0,24692.0
87255.0,4802.0,12089.0,27884.0
87486.0,4802.0,12089.0,24692.0
70143.0,4802.0,12089.0,24692.0
