RDMA MTP: Optimizing for 256 threads
[client req_send] t=251939984 ns reqId=2000004 size=17B client_node_id=2
[client rdma_recv] t=251940248 ns reqId=5000002 size=102408B client_node_id=5
[server req_recv] t=251942192 ns reqId=2000004 size=17B client_node_id=2
[client req_send] t=251942748 ns reqId=5000004 size=17B client_node_id=5
[client rdma_recv] t=251943060 ns reqId=3000002 size=102408B client_node_id=3
[server req_recv] t=251944956 ns reqId=5000004 size=17B client_node_id=5
[client req_send] t=251945560 ns reqId=3000004 size=17B client_node_id=3
[server req_recv] t=251947768 ns reqId=3000004 size=17B client_node_id=3
[client rdma_recv] t=251952400 ns reqId=6000001 size=102408B client_node_id=6
[client req_send] t=251954900 ns reqId=6000003 size=17B client_node_id=6
[client rdma_recv] t=251955212 ns reqId=8000001 size=102408B client_node_id=8
[client req_send] t=251957712 ns reqId=8000003 size=17B client_node_id=8
[client rdma_recv] t=251958024 ns reqId=10000001 size=102408B client_node_id=10
[server req_recv] t=251958212 ns reqId=6000003 size=17B client_node_id=6
[client req_send] t=251960524 ns reqId=10000003 size=17B client_node_id=10
[client rdma_recv] t=251960836 ns reqId=7000001 size=102408B client_node_id=7
[server req_recv] t=251961024 ns reqId=8000003 size=17B client_node_id=8
[client req_send] t=251963336 ns reqId=7000003 size=17B client_node_id=7
[client rdma_recv] t=251963648 ns reqId=9000001 size=102408B client_node_id=9
[server req_recv] t=251963836 ns reqId=10000003 size=17B client_node_id=10
[client req_send] t=251966148 ns reqId=9000003 size=17B client_node_id=9
[client rdma_recv] t=251966460 ns reqId=11000001 size=102408B client_node_id=11
[server req_recv] t=251966648 ns reqId=7000003 size=17B client_node_id=7
[client req_send] t=251968960 ns reqId=11000003 size=17B client_node_id=11
[client rdma_recv] t=251969272 ns reqId=6000002 size=102408B client_node_id=6
[server req_recv] t=251969460 ns reqId=9000003 size=17B client_node_id=9
[client req_send] t=251971772 ns reqId=6000004 size=17B client_node_id=6
[client rdma_recv] t=251972036 ns reqId=8000002 size=102408B client_node_id=8
[server req_recv] t=251972272 ns reqId=11000003 size=17B client_node_id=11
[client req_send] t=251974536 ns reqId=8000004 size=17B client_node_id=8
[client rdma_recv] t=251974800 ns reqId=10000002 size=102408B client_node_id=10
[server req_recv] t=251975084 ns reqId=6000004 size=17B client_node_id=6
[client req_send] t=251977300 ns reqId=10000004 size=17B client_node_id=10
[client rdma_recv] t=251977564 ns reqId=7000002 size=102408B client_node_id=7
[server req_recv] t=251977848 ns reqId=8000004 size=17B client_node_id=8
[client req_send] t=251980064 ns reqId=7000004 size=17B client_node_id=7
[client rdma_recv] t=251980376 ns reqId=9000002 size=102408B client_node_id=9
[server req_recv] t=251980612 ns reqId=10000004 size=17B client_node_id=10
[client req_send] t=251982876 ns reqId=9000004 size=17B client_node_id=9
[client rdma_recv] t=251983188 ns reqId=11000002 size=102408B client_node_id=11
[server req_recv] t=251983376 ns reqId=7000004 size=17B client_node_id=7
[client req_send] t=251985688 ns reqId=11000004 size=17B client_node_id=11
[server req_recv] t=251986188 ns reqId=9000004 size=17B client_node_id=9
[server req_recv] t=251989000 ns reqId=11000004 size=17B client_node_id=11
[server resp_send] t=501915116 ns reqId=4000003 size=41B client_node_id=4
[client resp_recv] t=501916258 ns reqId=4000003 size=41B client_node_id=4
[client hand_send] t=501916258 ns reqId=4000003 size=10B client_node_id=4
[server hand_recv] t=501917400 ns reqId=4000003 size=10B client_node_id=4
[server resp_send] t=501917880 ns reqId=4000004 size=41B client_node_id=4
[client resp_recv] t=501919022 ns reqId=4000004 size=41B client_node_id=4
[client hand_send] t=501919022 ns reqId=4000004 size=10B client_node_id=4
[server hand_recv] t=501920164 ns reqId=4000004 size=10B client_node_id=4
[server resp_send] t=501928276 ns reqId=1000003 size=41B client_node_id=1
[client resp_recv] t=501930560 ns reqId=1000003 size=41B client_node_id=1
[client hand_send] t=501930560 ns reqId=1000003 size=10B client_node_id=1
[server resp_send] t=501931040 ns reqId=2000003 size=41B client_node_id=2
[server hand_recv] t=501932798 ns reqId=1000003 size=10B client_node_id=1
[client resp_recv] t=501933324 ns reqId=2000003 size=41B client_node_id=2
[client hand_send] t=501933324 ns reqId=2000003 size=10B client_node_id=2
[server resp_send] t=501933852 ns reqId=5000003 size=41B client_node_id=5
[server hand_recv] t=501935562 ns reqId=2000003 size=10B client_node_id=2
[client resp_recv] t=501936136 ns reqId=5000003 size=41B client_node_id=5
[client hand_send] t=501936136 ns reqId=5000003 size=10B client_node_id=5
[server resp_send] t=501936664 ns reqId=3000003 size=41B client_node_id=3
[server hand_recv] t=501938374 ns reqId=5000003 size=10B client_node_id=5
[client resp_recv] t=501938948 ns reqId=3000003 size=41B client_node_id=3
[client hand_send] t=501938948 ns reqId=3000003 size=10B client_node_id=3
[server resp_send] t=501939428 ns reqId=1000004 size=41B client_node_id=1
[server hand_recv] t=501941186 ns reqId=3000003 size=10B client_node_id=3
[client resp_recv] t=501941712 ns reqId=1000004 size=41B client_node_id=1
[client hand_send] t=501941712 ns reqId=1000004 size=10B client_node_id=1
[server resp_send] t=501942192 ns reqId=2000004 size=41B client_node_id=2
[server hand_recv] t=501943950 ns reqId=1000004 size=10B client_node_id=1
[client resp_recv] t=501944476 ns reqId=2000004 size=41B client_node_id=2
[client hand_send] t=501944476 ns reqId=2000004 size=10B client_node_id=2
[server resp_send] t=501944956 ns reqId=5000004 size=41B client_node_id=5
[server hand_recv] t=501946714 ns reqId=2000004 size=10B client_node_id=2
[client resp_recv] t=501947240 ns reqId=5000004 size=41B client_node_id=5
[client hand_send] t=501947240 ns reqId=5000004 size=10B client_node_id=5
[server resp_send] t=501947768 ns reqId=3000004 size=41B client_node_id=3
[server hand_recv] t=501949478 ns reqId=5000004 size=10B client_node_id=5
[client resp_recv] t=501950052 ns reqId=3000004 size=41B client_node_id=3
[client hand_send] t=501950052 ns reqId=3000004 size=10B client_node_id=3
[server hand_recv] t=501952290 ns reqId=3000004 size=10B client_node_id=3
[server resp_send] t=501958212 ns reqId=6000003 size=41B client_node_id=6
[server resp_send] t=501961024 ns reqId=8000003 size=41B client_node_id=8
[client resp_recv] t=501961638 ns reqId=6000003 size=41B client_node_id=6
[client hand_send] t=501961638 ns reqId=6000003 size=10B client_node_id=6
[server resp_send] t=501963836 ns reqId=10000003 size=41B client_node_id=10
[client resp_recv] t=501964450 ns reqId=8000003 size=41B client_node_id=8
[client hand_send] t=501964450 ns reqId=8000003 size=10B client_node_id=8
[server hand_recv] t=501964972 ns reqId=6000003 size=10B client_node_id=6
[server resp_send] t=501966648 ns reqId=7000003 size=41B client_node_id=7
[client resp_recv] t=501967262 ns reqId=10000003 size=41B client_node_id=10
[client hand_send] t=501967262 ns reqId=10000003 size=10B client_node_id=10
[server hand_recv] t=501967784 ns reqId=8000003 size=10B client_node_id=8
[server resp_send] t=501969460 ns reqId=9000003 size=41B client_node_id=9
[client resp_recv] t=501970074 ns reqId=7000003 size=41B client_node_id=7
[client hand_send] t=501970074 ns reqId=7000003 size=10B client_node_id=7
[server hand_recv] t=501970596 ns reqId=10000003 size=10B client_node_id=10
[server resp_send] t=501972272 ns reqId=11000003 size=41B client_node_id=11
[client resp_recv] t=501972886 ns reqId=9000003 size=41B client_node_id=9
[client hand_send] t=501972886 ns reqId=9000003 size=10B client_node_id=9
[server hand_recv] t=501973408 ns reqId=7000003 size=10B client_node_id=7
[server resp_send] t=501975084 ns reqId=6000004 size=41B client_node_id=6
[client resp_recv] t=501975698 ns reqId=11000003 size=41B client_node_id=11
[client hand_send] t=501975698 ns reqId=11000003 size=10B client_node_id=11
[server hand_recv] t=501976220 ns reqId=9000003 size=10B client_node_id=9
[server resp_send] t=501977848 ns reqId=8000004 size=41B client_node_id=8
[client resp_recv] t=501978510 ns reqId=6000004 size=41B client_node_id=6
[client hand_send] t=501978510 ns reqId=6000004 size=10B client_node_id=6
[server hand_recv] t=501979032 ns reqId=11000003 size=10B client_node_id=11
[server resp_send] t=501980612 ns reqId=10000004 size=41B client_node_id=10
[client resp_recv] t=501981274 ns reqId=8000004 size=41B client_node_id=8
[client hand_send] t=501981274 ns reqId=8000004 size=10B client_node_id=8
[server hand_recv] t=501981844 ns reqId=6000004 size=10B client_node_id=6
[server resp_send] t=501983376 ns reqId=7000004 size=41B client_node_id=7
[client resp_recv] t=501984038 ns reqId=10000004 size=41B client_node_id=10
[client hand_send] t=501984038 ns reqId=10000004 size=10B client_node_id=10
[server hand_recv] t=501984608 ns reqId=8000004 size=10B client_node_id=8
[server resp_send] t=501986188 ns reqId=9000004 size=41B client_node_id=9
[client resp_recv] t=501986802 ns reqId=7000004 size=41B client_node_id=7
[client hand_send] t=501986802 ns reqId=7000004 size=10B client_node_id=7
[server hand_recv] t=501987372 ns reqId=10000004 size=10B client_node_id=10
[server resp_send] t=501989000 ns reqId=11000004 size=41B client_node_id=11
[client resp_recv] t=501989614 ns reqId=9000004 size=41B client_node_id=9
[client hand_send] t=501989614 ns reqId=9000004 size=10B client_node_id=9
[server hand_recv] t=501990136 ns reqId=7000004 size=10B client_node_id=7
[client resp_recv] t=501992426 ns reqId=11000004 size=41B client_node_id=11
[client hand_send] t=501992426 ns reqId=11000004 size=10B client_node_id=11
[server hand_recv] t=501992948 ns reqId=9000004 size=10B client_node_id=9
[server hand_recv] t=501995760 ns reqId=11000004 size=10B client_node_id=11
[server rdma_send] t=502067400 ns reqId=4000003 size=102408B client_node_id=4
[server rdma_send] t=502070164 ns reqId=4000004 size=102408B client_node_id=4
[server rdma_send] t=502082798 ns reqId=1000003 size=102408B client_node_id=1
[server rdma_send] t=502085562 ns reqId=2000003 size=102408B client_node_id=2
[server rdma_send] t=502088374 ns reqId=5000003 size=102408B client_node_id=5
[server rdma_send] t=502091186 ns reqId=3000003 size=102408B client_node_id=3
[server rdma_send] t=502093950 ns reqId=1000004 size=102408B client_node_id=1
[server rdma_send] t=502096714 ns reqId=2000004 size=102408B client_node_id=2
[server rdma_send] t=502099478 ns reqId=5000004 size=102408B client_node_id=5
[server rdma_send] t=502102290 ns reqId=3000004 size=102408B client_node_id=3
[server rdma_send] t=502114972 ns reqId=6000003 size=102408B client_node_id=6
[server rdma_send] t=502117784 ns reqId=8000003 size=102408B client_node_id=8
[server rdma_send] t=502120596 ns reqId=10000003 size=102408B client_node_id=10
[server rdma_send] t=502123408 ns reqId=7000003 size=102408B client_node_id=7
[server rdma_send] t=502126220 ns reqId=9000003 size=102408B client_node_id=9
[server rdma_send] t=502129032 ns reqId=11000003 size=102408B client_node_id=11
[server rdma_send] t=502131844 ns reqId=6000004 size=102408B client_node_id=6
[server rdma_send] t=502134608 ns reqId=8000004 size=102408B client_node_id=8
[server rdma_send] t=502137372 ns reqId=10000004 size=102408B client_node_id=10
[server rdma_send] t=502140136 ns reqId=7000004 size=102408B client_node_id=7
[server rdma_send] t=502142948 ns reqId=9000004 size=102408B client_node_id=9
[server rdma_send] t=502145760 ns reqId=11000004 size=102408B client_node_id=11
[client rdma_recv] t=503680764 ns reqId=4000003 size=102408B client_node_id=4
[client req_send] t=503683264 ns reqId=4000005 size=17B client_node_id=4
[client rdma_recv] t=503683528 ns reqId=4000004 size=102408B client_node_id=4
[server req_recv] t=503684368 ns reqId=4000005 size=17B client_node_id=4
[client req_send] t=503686028 ns reqId=4000006 size=17B client_node_id=4
[server req_recv] t=503687132 ns reqId=4000006 size=17B client_node_id=4
[client rdma_recv] t=503842150 ns reqId=1000003 size=102408B client_node_id=1
[client req_send] t=503844650 ns reqId=1000005 size=17B client_node_id=1
[client rdma_recv] t=503844914 ns reqId=2000003 size=102408B client_node_id=2
[server req_recv] t=503846858 ns reqId=1000005 size=17B client_node_id=1
[client req_send] t=503847414 ns reqId=2000005 size=17B client_node_id=2
[client rdma_recv] t=503847678 ns reqId=5000003 size=102408B client_node_id=5
[server req_recv] t=503849622 ns reqId=2000005 size=17B client_node_id=2
[client req_send] t=503850178 ns reqId=5000005 size=17B client_node_id=5
[client rdma_recv] t=503850442 ns reqId=3000003 size=102408B client_node_id=3
[server req_recv] t=503852386 ns reqId=5000005 size=17B client_node_id=5
[client req_send] t=503852942 ns reqId=3000005 size=17B client_node_id=3
[client rdma_recv] t=503853206 ns reqId=1000004 size=102408B client_node_id=1
[server req_recv] t=503855150 ns reqId=3000005 size=17B client_node_id=3
[client req_send] t=503855706 ns reqId=1000006 size=17B client_node_id=1
[client rdma_recv] t=503855970 ns reqId=2000004 size=102408B client_node_id=2
[server req_recv] t=503857914 ns reqId=1000006 size=17B client_node_id=1
[client req_send] t=503858470 ns reqId=2000006 size=17B client_node_id=2
[client rdma_recv] t=503858734 ns reqId=5000004 size=102408B client_node_id=5
[server req_recv] t=503860678 ns reqId=2000006 size=17B client_node_id=2
[client req_send] t=503861234 ns reqId=5000006 size=17B client_node_id=5
[client rdma_recv] t=503861498 ns reqId=3000004 size=102408B client_node_id=3
[server req_recv] t=503863442 ns reqId=5000006 size=17B client_node_id=5
[client req_send] t=503863998 ns reqId=3000006 size=17B client_node_id=3
[server req_recv] t=503866206 ns reqId=3000006 size=17B client_node_id=3
[client rdma_recv] t=503870790 ns reqId=6000003 size=102408B client_node_id=6
[client req_send] t=503873290 ns reqId=6000005 size=17B client_node_id=6
[client rdma_recv] t=503873602 ns reqId=8000003 size=102408B client_node_id=8
[client req_send] t=503876102 ns reqId=8000005 size=17B client_node_id=8
[client rdma_recv] t=503876414 ns reqId=10000003 size=102408B client_node_id=10
[server req_recv] t=503876602 ns reqId=6000005 size=17B client_node_id=6
[client req_send] t=503878914 ns reqId=10000005 size=17B client_node_id=10
[client rdma_recv] t=503879274 ns reqId=7000003 size=102408B client_node_id=7
[server req_recv] t=503879414 ns reqId=8000005 size=17B client_node_id=8
[client req_send] t=503881774 ns reqId=7000005 size=17B client_node_id=7
[client rdma_recv] t=503882086 ns reqId=9000003 size=102408B client_node_id=9
[server req_recv] t=503882226 ns reqId=10000005 size=17B client_node_id=10
[client req_send] t=503884586 ns reqId=9000005 size=17B client_node_id=9
[client rdma_recv] t=503884898 ns reqId=11000003 size=102408B client_node_id=11
[server req_recv] t=503885086 ns reqId=7000005 size=17B client_node_id=7
[client req_send] t=503887398 ns reqId=11000005 size=17B client_node_id=11
[client rdma_recv] t=503887710 ns reqId=6000004 size=102408B client_node_id=6
[server req_recv] t=503887898 ns reqId=9000005 size=17B client_node_id=9
[client req_send] t=503890210 ns reqId=6000006 size=17B client_node_id=6
[client rdma_recv] t=503890522 ns reqId=8000004 size=102408B client_node_id=8
[server req_recv] t=503890710 ns reqId=11000005 size=17B client_node_id=11
[client req_send] t=503893022 ns reqId=8000006 size=17B client_node_id=8
[client rdma_recv] t=503893286 ns reqId=10000004 size=102408B client_node_id=10
[server req_recv] t=503893522 ns reqId=6000006 size=17B client_node_id=6
[client req_send] t=503895786 ns reqId=10000006 size=17B client_node_id=10
[client rdma_recv] t=503896050 ns reqId=7000004 size=102408B client_node_id=7
[server req_recv] t=503896334 ns reqId=8000006 size=17B client_node_id=8
[client req_send] t=503898550 ns reqId=7000006 size=17B client_node_id=7
[client rdma_recv] t=503898814 ns reqId=9000004 size=102408B client_node_id=9
[server req_recv] t=503899098 ns reqId=10000006 size=17B client_node_id=10
[client req_send] t=503901314 ns reqId=9000006 size=17B client_node_id=9
[client rdma_recv] t=503901626 ns reqId=11000004 size=102408B client_node_id=11
[server req_recv] t=503901862 ns reqId=7000006 size=17B client_node_id=7
