RDMA MTP: Optimizing for 256 threads
[client req_send] t=0 ns reqId=1000001 size=17B client_node_id=1
[client req_send] t=0 ns reqId=2000001 size=17B client_node_id=2
[client req_send] t=0 ns reqId=3000001 size=17B client_node_id=3
[client req_send] t=0 ns reqId=4000001 size=17B client_node_id=4
[client req_send] t=0 ns reqId=5000001 size=17B client_node_id=5
[client req_send] t=0 ns reqId=6000001 size=17B client_node_id=6
[client req_send] t=0 ns reqId=7000001 size=17B client_node_id=7
[client req_send] t=0 ns reqId=8000001 size=17B client_node_id=8
[client req_send] t=0 ns reqId=9000001 size=17B client_node_id=9
[client req_send] t=0 ns reqId=10000001 size=17B client_node_id=10
[client req_send] t=0 ns reqId=11000001 size=17B client_node_id=11
[server req_recv] t=1104 ns reqId=4000001 size=17B client_node_id=4
[server req_recv] t=2208 ns reqId=1000001 size=17B client_node_id=1
[server req_recv] t=2260 ns reqId=2000001 size=17B client_node_id=2
[server req_recv] t=2312 ns reqId=5000001 size=17B client_node_id=5
[server req_recv] t=2364 ns reqId=3000001 size=17B client_node_id=3
[server req_recv] t=3312 ns reqId=6000001 size=17B client_node_id=6
[server req_recv] t=3364 ns reqId=8000001 size=17B client_node_id=8
[server req_recv] t=3416 ns reqId=10000001 size=17B client_node_id=10
[server req_recv] t=3468 ns reqId=7000001 size=17B client_node_id=7
[server req_recv] t=3520 ns reqId=9000001 size=17B client_node_id=9
[server req_recv] t=3572 ns reqId=11000001 size=17B client_node_id=11
[server resp_send] t=250001104 ns reqId=4000001 size=41B client_node_id=4
[server resp_send] t=250002208 ns reqId=1000001 size=41B client_node_id=1
[client resp_recv] t=250002246 ns reqId=4000001 size=41B client_node_id=4
[client hand_send] t=250002246 ns reqId=4000001 size=10B client_node_id=4
[server resp_send] t=250002260 ns reqId=2000001 size=41B client_node_id=2
[server resp_send] t=250002312 ns reqId=5000001 size=41B client_node_id=5
[server resp_send] t=250002364 ns reqId=3000001 size=41B client_node_id=3
[server resp_send] t=250003312 ns reqId=6000001 size=41B client_node_id=6
[server resp_send] t=250003364 ns reqId=8000001 size=41B client_node_id=8
[server hand_recv] t=250003388 ns reqId=4000001 size=10B client_node_id=4
[server resp_send] t=250003416 ns reqId=10000001 size=41B client_node_id=10
[server resp_send] t=250003468 ns reqId=7000001 size=41B client_node_id=7
[server resp_send] t=250003520 ns reqId=9000001 size=41B client_node_id=9
[server resp_send] t=250003572 ns reqId=11000001 size=41B client_node_id=11
[client resp_recv] t=250004492 ns reqId=1000001 size=41B client_node_id=1
[client hand_send] t=250004492 ns reqId=1000001 size=10B client_node_id=1
[client resp_recv] t=250004563 ns reqId=2000001 size=41B client_node_id=2
[client hand_send] t=250004563 ns reqId=2000001 size=10B client_node_id=2
[client resp_recv] t=250004634 ns reqId=5000001 size=41B client_node_id=5
[client hand_send] t=250004634 ns reqId=5000001 size=10B client_node_id=5
[client resp_recv] t=250004705 ns reqId=3000001 size=41B client_node_id=3
[client hand_send] t=250004705 ns reqId=3000001 size=10B client_node_id=3
[server hand_recv] t=250006730 ns reqId=1000001 size=10B client_node_id=1
[client resp_recv] t=250006738 ns reqId=6000001 size=41B client_node_id=6
[client hand_send] t=250006738 ns reqId=6000001 size=10B client_node_id=6
[client resp_recv] t=250006809 ns reqId=8000001 size=41B client_node_id=8
[client hand_send] t=250006809 ns reqId=8000001 size=10B client_node_id=8
[server hand_recv] t=250006824 ns reqId=2000001 size=10B client_node_id=2
[server hand_recv] t=250006918 ns reqId=5000001 size=10B client_node_id=5
[client resp_recv] t=250006928 ns reqId=10000001 size=41B client_node_id=10
[client hand_send] t=250006928 ns reqId=10000001 size=10B client_node_id=10
[client resp_recv] t=250006999 ns reqId=7000001 size=41B client_node_id=7
[client hand_send] t=250006999 ns reqId=7000001 size=10B client_node_id=7
[server hand_recv] t=250007012 ns reqId=3000001 size=10B client_node_id=3
[client resp_recv] t=250007070 ns reqId=9000001 size=41B client_node_id=9
[client hand_send] t=250007070 ns reqId=9000001 size=10B client_node_id=9
[client resp_recv] t=250007141 ns reqId=11000001 size=41B client_node_id=11
[client hand_send] t=250007141 ns reqId=11000001 size=10B client_node_id=11
[server hand_recv] t=250010072 ns reqId=6000001 size=10B client_node_id=6
[server hand_recv] t=250010166 ns reqId=8000001 size=10B client_node_id=8
[server hand_recv] t=250010262 ns reqId=10000001 size=10B client_node_id=10
[server hand_recv] t=250010356 ns reqId=7000001 size=10B client_node_id=7
[server hand_recv] t=250010450 ns reqId=9000001 size=10B client_node_id=9
[server hand_recv] t=250010544 ns reqId=11000001 size=10B client_node_id=11
[server rdma_send] t=250153388 ns reqId=4000001 size=256008B client_node_id=4
[server rdma_send] t=250156730 ns reqId=1000001 size=256008B client_node_id=1
[server rdma_send] t=250156824 ns reqId=2000001 size=256008B client_node_id=2
[server rdma_send] t=250156918 ns reqId=5000001 size=256008B client_node_id=5
[server rdma_send] t=250157012 ns reqId=3000001 size=256008B client_node_id=3
[server rdma_send] t=250160072 ns reqId=6000001 size=256008B client_node_id=6
[server rdma_send] t=250160166 ns reqId=8000001 size=256008B client_node_id=8
[server rdma_send] t=250160262 ns reqId=10000001 size=256008B client_node_id=10
[server rdma_send] t=250160356 ns reqId=7000001 size=256008B client_node_id=7
[server rdma_send] t=250160450 ns reqId=9000001 size=256008B client_node_id=9
[server rdma_send] t=250160544 ns reqId=11000001 size=256008B client_node_id=11
[client rdma_recv] t=252390180 ns reqId=4000001 size=256008B client_node_id=4
[client req_send] t=252392680 ns reqId=4000002 size=17B client_node_id=4
[server req_recv] t=252393784 ns reqId=4000002 size=17B client_node_id=4
[client rdma_recv] t=252401662 ns reqId=1000001 size=256008B client_node_id=1
[client req_send] t=252404162 ns reqId=1000002 size=17B client_node_id=1
[client rdma_recv] t=252404906 ns reqId=2000001 size=256008B client_node_id=2
[server req_recv] t=252406370 ns reqId=1000002 size=17B client_node_id=1
[client req_send] t=252407406 ns reqId=2000002 size=17B client_node_id=2
[client rdma_recv] t=252408150 ns reqId=5000001 size=256008B client_node_id=5
[server req_recv] t=252409614 ns reqId=2000002 size=17B client_node_id=2
[client req_send] t=252410650 ns reqId=5000002 size=17B client_node_id=5
[client rdma_recv] t=252411394 ns reqId=3000001 size=256008B client_node_id=3
[server req_recv] t=252412858 ns reqId=5000002 size=17B client_node_id=5
[client req_send] t=252413894 ns reqId=3000002 size=17B client_node_id=3
[server req_recv] t=252416102 ns reqId=3000002 size=17B client_node_id=3
[client rdma_recv] t=252422126 ns reqId=6000001 size=256008B client_node_id=6
[client req_send] t=252424626 ns reqId=6000002 size=17B client_node_id=6
[client rdma_recv] t=252425370 ns reqId=8000001 size=256008B client_node_id=8
[client req_send] t=252427870 ns reqId=8000002 size=17B client_node_id=8
[server req_recv] t=252427938 ns reqId=6000002 size=17B client_node_id=6
[client rdma_recv] t=252428614 ns reqId=10000001 size=256008B client_node_id=10
[client req_send] t=252431114 ns reqId=10000002 size=17B client_node_id=10
[server req_recv] t=252431182 ns reqId=8000002 size=17B client_node_id=8
[client rdma_recv] t=252431906 ns reqId=7000001 size=256008B client_node_id=7
[client req_send] t=252434406 ns reqId=7000002 size=17B client_node_id=7
[server req_recv] t=252434426 ns reqId=10000002 size=17B client_node_id=10
[client rdma_recv] t=252435198 ns reqId=9000001 size=256008B client_node_id=9
[client req_send] t=252437698 ns reqId=9000002 size=17B client_node_id=9
[server req_recv] t=252437718 ns reqId=7000002 size=17B client_node_id=7
[client rdma_recv] t=252438490 ns reqId=11000001 size=256008B client_node_id=11
[client req_send] t=252440990 ns reqId=11000002 size=17B client_node_id=11
[server req_recv] t=252441010 ns reqId=9000002 size=17B client_node_id=9
[server req_recv] t=252444302 ns reqId=11000002 size=17B client_node_id=11
[server resp_send] t=502393784 ns reqId=4000002 size=41B client_node_id=4
[client resp_recv] t=502394926 ns reqId=4000002 size=41B client_node_id=4
[client hand_send] t=502394926 ns reqId=4000002 size=10B client_node_id=4
[server hand_recv] t=502396068 ns reqId=4000002 size=10B client_node_id=4
[server resp_send] t=502406370 ns reqId=1000002 size=41B client_node_id=1
[client resp_recv] t=502408654 ns reqId=1000002 size=41B client_node_id=1
[client hand_send] t=502408654 ns reqId=1000002 size=10B client_node_id=1
[server resp_send] t=502409614 ns reqId=2000002 size=41B client_node_id=2
[server hand_recv] t=502410892 ns reqId=1000002 size=10B client_node_id=1
[client resp_recv] t=502411898 ns reqId=2000002 size=41B client_node_id=2
[client hand_send] t=502411898 ns reqId=2000002 size=10B client_node_id=2
[server resp_send] t=502412858 ns reqId=5000002 size=41B client_node_id=5
[server hand_recv] t=502414136 ns reqId=2000002 size=10B client_node_id=2
[client resp_recv] t=502415142 ns reqId=5000002 size=41B client_node_id=5
[client hand_send] t=502415142 ns reqId=5000002 size=10B client_node_id=5
[server resp_send] t=502416102 ns reqId=3000002 size=41B client_node_id=3
[server hand_recv] t=502417380 ns reqId=5000002 size=10B client_node_id=5
[client resp_recv] t=502418386 ns reqId=3000002 size=41B client_node_id=3
[client hand_send] t=502418386 ns reqId=3000002 size=10B client_node_id=3
[server hand_recv] t=502420624 ns reqId=3000002 size=10B client_node_id=3
[server resp_send] t=502427938 ns reqId=6000002 size=41B client_node_id=6
[server resp_send] t=502431182 ns reqId=8000002 size=41B client_node_id=8
[client resp_recv] t=502431364 ns reqId=6000002 size=41B client_node_id=6
[client hand_send] t=502431364 ns reqId=6000002 size=10B client_node_id=6
[server resp_send] t=502434426 ns reqId=10000002 size=41B client_node_id=10
[client resp_recv] t=502434608 ns reqId=8000002 size=41B client_node_id=8
[client hand_send] t=502434608 ns reqId=8000002 size=10B client_node_id=8
[server hand_recv] t=502434698 ns reqId=6000002 size=10B client_node_id=6
[server resp_send] t=502437718 ns reqId=7000002 size=41B client_node_id=7
[client resp_recv] t=502437852 ns reqId=10000002 size=41B client_node_id=10
[client hand_send] t=502437852 ns reqId=10000002 size=10B client_node_id=10
[server hand_recv] t=502437942 ns reqId=8000002 size=10B client_node_id=8
[server resp_send] t=502441010 ns reqId=9000002 size=41B client_node_id=9
[client resp_recv] t=502441144 ns reqId=7000002 size=41B client_node_id=7
[client hand_send] t=502441144 ns reqId=7000002 size=10B client_node_id=7
[server hand_recv] t=502441186 ns reqId=10000002 size=10B client_node_id=10
[server resp_send] t=502444302 ns reqId=11000002 size=41B client_node_id=11
[client resp_recv] t=502444436 ns reqId=9000002 size=41B client_node_id=9
[client hand_send] t=502444436 ns reqId=9000002 size=10B client_node_id=9
[server hand_recv] t=502444478 ns reqId=7000002 size=10B client_node_id=7
[client resp_recv] t=502447728 ns reqId=11000002 size=41B client_node_id=11
[client hand_send] t=502447728 ns reqId=11000002 size=10B client_node_id=11
[server hand_recv] t=502447770 ns reqId=9000002 size=10B client_node_id=9
[server hand_recv] t=502451062 ns reqId=11000002 size=10B client_node_id=11
[server rdma_send] t=502546068 ns reqId=4000002 size=256008B client_node_id=4
[server rdma_send] t=502560892 ns reqId=1000002 size=256008B client_node_id=1
[server rdma_send] t=502564136 ns reqId=2000002 size=256008B client_node_id=2
[server rdma_send] t=502567380 ns reqId=5000002 size=256008B client_node_id=5
[server rdma_send] t=502570624 ns reqId=3000002 size=256008B client_node_id=3
[server rdma_send] t=502584698 ns reqId=6000002 size=256008B client_node_id=6
[server rdma_send] t=502587942 ns reqId=8000002 size=256008B client_node_id=8
[server rdma_send] t=502591186 ns reqId=10000002 size=256008B client_node_id=10
[server rdma_send] t=502594478 ns reqId=7000002 size=256008B client_node_id=7
[server rdma_send] t=502597770 ns reqId=9000002 size=256008B client_node_id=9
[server rdma_send] t=502601062 ns reqId=11000002 size=256008B client_node_id=11
[client rdma_recv] t=504638100 ns reqId=4000002 size=256008B client_node_id=4
[client req_send] t=504640600 ns reqId=4000003 size=17B client_node_id=4
[server req_recv] t=504641704 ns reqId=4000003 size=17B client_node_id=4
[client rdma_recv] t=504797634 ns reqId=1000002 size=256008B client_node_id=1
[client req_send] t=504800134 ns reqId=1000003 size=17B client_node_id=1
[client rdma_recv] t=504800878 ns reqId=2000002 size=256008B client_node_id=2
[server req_recv] t=504802342 ns reqId=1000003 size=17B client_node_id=1
[client req_send] t=504803378 ns reqId=2000003 size=17B client_node_id=2
[client rdma_recv] t=504804122 ns reqId=5000002 size=256008B client_node_id=5
