RDMA MTP: Optimizing for 256 threads
[server req_recv] t=504805586 ns reqId=2000003 size=17B client_node_id=2
[client req_send] t=504806622 ns reqId=5000003 size=17B client_node_id=5
[client rdma_recv] t=504807366 ns reqId=3000002 size=256008B client_node_id=3
[server req_recv] t=504808830 ns reqId=5000003 size=17B client_node_id=5
[client req_send] t=504809866 ns reqId=3000003 size=17B client_node_id=3
[server req_recv] t=504812074 ns reqId=3000003 size=17B client_node_id=3
[client rdma_recv] t=504818098 ns reqId=6000002 size=256008B client_node_id=6
[client req_send] t=504820598 ns reqId=6000003 size=17B client_node_id=6
[client rdma_recv] t=504821342 ns reqId=8000002 size=256008B client_node_id=8
[client req_send] t=504823842 ns reqId=8000003 size=17B client_node_id=8
[server req_recv] t=504823910 ns reqId=6000003 size=17B client_node_id=6
[client rdma_recv] t=504824586 ns reqId=10000002 size=256008B client_node_id=10
[client req_send] t=504827086 ns reqId=10000003 size=17B client_node_id=10
[server req_recv] t=504827154 ns reqId=8000003 size=17B client_node_id=8
[client rdma_recv] t=504827830 ns reqId=7000002 size=256008B client_node_id=7
[client req_send] t=504830330 ns reqId=7000003 size=17B client_node_id=7
[server req_recv] t=504830398 ns reqId=10000003 size=17B client_node_id=10
[client rdma_recv] t=504831122 ns reqId=9000002 size=256008B client_node_id=9
[client req_send] t=504833622 ns reqId=9000003 size=17B client_node_id=9
[server req_recv] t=504833642 ns reqId=7000003 size=17B client_node_id=7
[client rdma_recv] t=504834414 ns reqId=11000002 size=256008B client_node_id=11
[client req_send] t=504836914 ns reqId=11000003 size=17B client_node_id=11
[server req_recv] t=504836934 ns reqId=9000003 size=17B client_node_id=9
[server req_recv] t=504840226 ns reqId=11000003 size=17B client_node_id=11
[server resp_send] t=754641704 ns reqId=4000003 size=41B client_node_id=4
[client resp_recv] t=754642846 ns reqId=4000003 size=41B client_node_id=4
[client hand_send] t=754642846 ns reqId=4000003 size=10B client_node_id=4
[server hand_recv] t=754643988 ns reqId=4000003 size=10B client_node_id=4
[server rdma_send] t=754793988 ns reqId=4000003 size=256008B client_node_id=4
[server resp_send] t=754802342 ns reqId=1000003 size=41B client_node_id=1
[server resp_send] t=754805586 ns reqId=2000003 size=41B client_node_id=2
[server resp_send] t=754808830 ns reqId=5000003 size=41B client_node_id=5
[client resp_recv] t=754810748 ns reqId=1000003 size=41B client_node_id=1
[client hand_send] t=754810748 ns reqId=1000003 size=10B client_node_id=1
[client resp_recv] t=754810819 ns reqId=2000003 size=41B client_node_id=2
[client hand_send] t=754810819 ns reqId=2000003 size=10B client_node_id=2
[server resp_send] t=754812074 ns reqId=3000003 size=41B client_node_id=3
[server hand_recv] t=754812986 ns reqId=1000003 size=10B client_node_id=1
[server hand_recv] t=754813080 ns reqId=2000003 size=10B client_node_id=2
[client resp_recv] t=754818224 ns reqId=5000003 size=41B client_node_id=5
[client hand_send] t=754818224 ns reqId=5000003 size=10B client_node_id=5
[client resp_recv] t=754818295 ns reqId=3000003 size=41B client_node_id=3
[client hand_send] t=754818295 ns reqId=3000003 size=10B client_node_id=3
[server hand_recv] t=754820462 ns reqId=5000003 size=10B client_node_id=5
[server hand_recv] t=754820556 ns reqId=3000003 size=10B client_node_id=3
[server resp_send] t=754823910 ns reqId=6000003 size=41B client_node_id=6
[server resp_send] t=754827154 ns reqId=8000003 size=41B client_node_id=8
[server resp_send] t=754830398 ns reqId=10000003 size=41B client_node_id=10
[server resp_send] t=754833642 ns reqId=7000003 size=41B client_node_id=7
[client resp_recv] t=754834080 ns reqId=6000003 size=41B client_node_id=6
[client hand_send] t=754834080 ns reqId=6000003 size=10B client_node_id=6
[client resp_recv] t=754834151 ns reqId=8000003 size=41B client_node_id=8
[client hand_send] t=754834151 ns reqId=8000003 size=10B client_node_id=8
[client resp_recv] t=754834222 ns reqId=10000003 size=41B client_node_id=10
[client hand_send] t=754834222 ns reqId=10000003 size=10B client_node_id=10
[server resp_send] t=754836934 ns reqId=9000003 size=41B client_node_id=9
[server hand_recv] t=754837414 ns reqId=6000003 size=10B client_node_id=6
[server hand_recv] t=754837508 ns reqId=8000003 size=10B client_node_id=8
[server hand_recv] t=754837602 ns reqId=10000003 size=10B client_node_id=10
[server resp_send] t=754840226 ns reqId=11000003 size=41B client_node_id=11
[client resp_recv] t=754841675 ns reqId=7000003 size=41B client_node_id=7
[client hand_send] t=754841675 ns reqId=7000003 size=10B client_node_id=7
[client resp_recv] t=754841746 ns reqId=9000003 size=41B client_node_id=9
[client hand_send] t=754841746 ns reqId=9000003 size=10B client_node_id=9
[server hand_recv] t=754845009 ns reqId=7000003 size=10B client_node_id=7
[server hand_recv] t=754845103 ns reqId=9000003 size=10B client_node_id=9
[client resp_recv] t=754849151 ns reqId=11000003 size=41B client_node_id=11
[client hand_send] t=754849151 ns reqId=11000003 size=10B client_node_id=11
[server hand_recv] t=754852485 ns reqId=11000003 size=10B client_node_id=11
[server rdma_send] t=754962986 ns reqId=1000003 size=256008B client_node_id=1
[server rdma_send] t=754963080 ns reqId=2000003 size=256008B client_node_id=2
[server rdma_send] t=754970462 ns reqId=5000003 size=256008B client_node_id=5
[server rdma_send] t=754970556 ns reqId=3000003 size=256008B client_node_id=3
[server rdma_send] t=754987414 ns reqId=6000003 size=256008B client_node_id=6
[server rdma_send] t=754987508 ns reqId=8000003 size=256008B client_node_id=8
[server rdma_send] t=754987602 ns reqId=10000003 size=256008B client_node_id=10
[server rdma_send] t=754995009 ns reqId=7000003 size=256008B client_node_id=7
[server rdma_send] t=754995103 ns reqId=9000003 size=256008B client_node_id=9
[server rdma_send] t=755002485 ns reqId=11000003 size=256008B client_node_id=11
[client rdma_recv] t=755367230 ns reqId=4000003 size=256008B client_node_id=4
[client req_send] t=755369730 ns reqId=4000004 size=17B client_node_id=4
[server req_recv] t=755370834 ns reqId=4000004 size=17B client_node_id=4
[client rdma_recv] t=757046744 ns reqId=1000003 size=256008B client_node_id=1
[client req_send] t=757049244 ns reqId=1000004 size=17B client_node_id=1
[client rdma_recv] t=757049988 ns reqId=2000003 size=256008B client_node_id=2
[server req_recv] t=757051452 ns reqId=1000004 size=17B client_node_id=1
[client req_send] t=757052488 ns reqId=2000004 size=17B client_node_id=2
[client rdma_recv] t=757053232 ns reqId=5000003 size=256008B client_node_id=5
[server req_recv] t=757054696 ns reqId=2000004 size=17B client_node_id=2
[client req_send] t=757055732 ns reqId=5000004 size=17B client_node_id=5
[client rdma_recv] t=757056476 ns reqId=3000003 size=256008B client_node_id=3
[server req_recv] t=757057940 ns reqId=5000004 size=17B client_node_id=5
[client req_send] t=757058976 ns reqId=3000004 size=17B client_node_id=3
[server req_recv] t=757061184 ns reqId=3000004 size=17B client_node_id=3
[client rdma_recv] t=757067208 ns reqId=6000003 size=256008B client_node_id=6
[client req_send] t=757069708 ns reqId=6000004 size=17B client_node_id=6
[client rdma_recv] t=757070452 ns reqId=8000003 size=256008B client_node_id=8
[client req_send] t=757072952 ns reqId=8000004 size=17B client_node_id=8
[server req_recv] t=757073020 ns reqId=6000004 size=17B client_node_id=6
[client rdma_recv] t=757073696 ns reqId=10000003 size=256008B client_node_id=10
[client req_send] t=757076196 ns reqId=10000004 size=17B client_node_id=10
[server req_recv] t=757076264 ns reqId=8000004 size=17B client_node_id=8
[client rdma_recv] t=757076940 ns reqId=7000003 size=256008B client_node_id=7
[client req_send] t=757079440 ns reqId=7000004 size=17B client_node_id=7
[server req_recv] t=757079508 ns reqId=10000004 size=17B client_node_id=10
[client rdma_recv] t=757080232 ns reqId=9000003 size=256008B client_node_id=9
[client req_send] t=757082732 ns reqId=9000004 size=17B client_node_id=9
[server req_recv] t=757082752 ns reqId=7000004 size=17B client_node_id=7
[client rdma_recv] t=757083524 ns reqId=11000003 size=256008B client_node_id=11
[client req_send] t=757086024 ns reqId=11000004 size=17B client_node_id=11
[server req_recv] t=757086044 ns reqId=9000004 size=17B client_node_id=9
[server req_recv] t=757089336 ns reqId=11000004 size=17B client_node_id=11
[server resp_send] t=1005370834 ns reqId=4000004 size=41B client_node_id=4
[client resp_recv] t=1005371976 ns reqId=4000004 size=41B client_node_id=4
[client hand_send] t=1005371976 ns reqId=4000004 size=10B client_node_id=4
[server hand_recv] t=1005373118 ns reqId=4000004 size=10B client_node_id=4
[server rdma_send] t=1005523118 ns reqId=4000004 size=256008B client_node_id=4
[client rdma_recv] t=1005737264 ns reqId=4000004 size=256008B client_node_id=4
[client req_send] t=1005739764 ns reqId=4000005 size=17B client_node_id=4
[server req_recv] t=1005740868 ns reqId=4000005 size=17B client_node_id=4
[server resp_send] t=1007051452 ns reqId=1000004 size=41B client_node_id=1
[client resp_recv] t=1007053736 ns reqId=1000004 size=41B client_node_id=1
[client hand_send] t=1007053736 ns reqId=1000004 size=10B client_node_id=1
[server resp_send] t=1007054696 ns reqId=2000004 size=41B client_node_id=2
[server hand_recv] t=1007055974 ns reqId=1000004 size=10B client_node_id=1
[client resp_recv] t=1007056980 ns reqId=2000004 size=41B client_node_id=2
[client hand_send] t=1007056980 ns reqId=2000004 size=10B client_node_id=2
[server resp_send] t=1007057940 ns reqId=5000004 size=41B client_node_id=5
[server hand_recv] t=1007059218 ns reqId=2000004 size=10B client_node_id=2
[client resp_recv] t=1007060224 ns reqId=5000004 size=41B client_node_id=5
[client hand_send] t=1007060224 ns reqId=5000004 size=10B client_node_id=5
[server resp_send] t=1007061184 ns reqId=3000004 size=41B client_node_id=3
[server hand_recv] t=1007062462 ns reqId=5000004 size=10B client_node_id=5
[client resp_recv] t=1007063468 ns reqId=3000004 size=41B client_node_id=3
[client hand_send] t=1007063468 ns reqId=3000004 size=10B client_node_id=3
[server hand_recv] t=1007065706 ns reqId=3000004 size=10B client_node_id=3
[server resp_send] t=1007073020 ns reqId=6000004 size=41B client_node_id=6
[server resp_send] t=1007076264 ns reqId=8000004 size=41B client_node_id=8
[client resp_recv] t=1007076446 ns reqId=6000004 size=41B client_node_id=6
[client hand_send] t=1007076446 ns reqId=6000004 size=10B client_node_id=6
[server resp_send] t=1007079508 ns reqId=10000004 size=41B client_node_id=10
[client resp_recv] t=1007079690 ns reqId=8000004 size=41B client_node_id=8
[client hand_send] t=1007079690 ns reqId=8000004 size=10B client_node_id=8
[server hand_recv] t=1007079780 ns reqId=6000004 size=10B client_node_id=6
[server resp_send] t=1007082752 ns reqId=7000004 size=41B client_node_id=7
[client resp_recv] t=1007082934 ns reqId=10000004 size=41B client_node_id=10
[client hand_send] t=1007082934 ns reqId=10000004 size=10B client_node_id=10
[server hand_recv] t=1007083024 ns reqId=8000004 size=10B client_node_id=8
[server resp_send] t=1007086044 ns reqId=9000004 size=41B client_node_id=9
[client resp_recv] t=1007086178 ns reqId=7000004 size=41B client_node_id=7
[client hand_send] t=1007086178 ns reqId=7000004 size=10B client_node_id=7
[server hand_recv] t=1007086268 ns reqId=10000004 size=10B client_node_id=10
[server resp_send] t=1007089336 ns reqId=11000004 size=41B client_node_id=11
[client resp_recv] t=1007089470 ns reqId=9000004 size=41B client_node_id=9
[client hand_send] t=1007089470 ns reqId=9000004 size=10B client_node_id=9
[server hand_recv] t=1007089512 ns reqId=7000004 size=10B client_node_id=7
[client resp_recv] t=1007092762 ns reqId=11000004 size=41B client_node_id=11
[client hand_send] t=1007092762 ns reqId=11000004 size=10B client_node_id=11
[server hand_recv] t=1007092804 ns reqId=9000004 size=10B client_node_id=9
[server hand_recv] t=1007096096 ns reqId=11000004 size=10B client_node_id=11
[server rdma_send] t=1007205974 ns reqId=1000004 size=256008B client_node_id=1
[server rdma_send] t=1007209218 ns reqId=2000004 size=256008B client_node_id=2
[server rdma_send] t=1007212462 ns reqId=5000004 size=256008B client_node_id=5
[server rdma_send] t=1007215706 ns reqId=3000004 size=256008B client_node_id=3
[server rdma_send] t=1007229780 ns reqId=6000004 size=256008B client_node_id=6
[server rdma_send] t=1007233024 ns reqId=8000004 size=256008B client_node_id=8
[server rdma_send] t=1007236268 ns reqId=10000004 size=256008B client_node_id=10
[server rdma_send] t=1007239512 ns reqId=7000004 size=256008B client_node_id=7
[server rdma_send] t=1007242804 ns reqId=9000004 size=256008B client_node_id=9
[server rdma_send] t=1007246096 ns reqId=11000004 size=256008B client_node_id=11
[client rdma_recv] t=1009251584 ns reqId=1000004 size=256008B client_node_id=1
[client req_send] t=1009254084 ns reqId=1000005 size=17B client_node_id=1
[client rdma_recv] t=1009254828 ns reqId=2000004 size=256008B client_node_id=2
[server req_recv] t=1009256292 ns reqId=1000005 size=17B client_node_id=1
[client req_send] t=1009257328 ns reqId=2000005 size=17B client_node_id=2
[client rdma_recv] t=1009258072 ns reqId=5000004 size=256008B client_node_id=5
[server req_recv] t=1009259536 ns reqId=2000005 size=17B client_node_id=2
[client req_send] t=1009260572 ns reqId=5000005 size=17B client_node_id=5
[client rdma_recv] t=1009261316 ns reqId=3000004 size=256008B client_node_id=3
[server req_recv] t=1009262780 ns reqId=5000005 size=17B client_node_id=5
[client req_send] t=1009263816 ns reqId=3000005 size=17B client_node_id=3
[server req_recv] t=1009266024 ns reqId=3000005 size=17B client_node_id=3
[client rdma_recv] t=1009272048 ns reqId=6000004 size=256008B client_node_id=6
[client req_send] t=1009274548 ns reqId=6000005 size=17B client_node_id=6
[client rdma_recv] t=1009275292 ns reqId=8000004 size=256008B client_node_id=8
[client req_send] t=1009277792 ns reqId=8000005 size=17B client_node_id=8
[server req_recv] t=1009277860 ns reqId=6000005 size=17B client_node_id=6
[client rdma_recv] t=1009278536 ns reqId=10000004 size=256008B client_node_id=10
[client req_send] t=1009281036 ns reqId=10000005 size=17B client_node_id=10
[server req_recv] t=1009281104 ns reqId=8000005 size=17B client_node_id=8
[client rdma_recv] t=1009281780 ns reqId=7000004 size=256008B client_node_id=7
[client req_send] t=1009284280 ns reqId=7000005 size=17B client_node_id=7
[server req_recv] t=1009284348 ns reqId=10000005 size=17B client_node_id=10
[client rdma_recv] t=1009285072 ns reqId=9000004 size=256008B client_node_id=9
[client req_send] t=1009287572 ns reqId=9000005 size=17B client_node_id=9
[server req_recv] t=1009287592 ns reqId=7000005 size=17B client_node_id=7
[client rdma_recv] t=1009288364 ns reqId=11000004 size=256008B client_node_id=11
[client req_send] t=1009290864 ns reqId=11000005 size=17B client_node_id=11
[server req_recv] t=1009290884 ns reqId=9000005 size=17B client_node_id=9
[server req_recv] t=1009294176 ns reqId=11000005 size=17B client_node_id=11
[server resp_send] t=1255740868 ns reqId=4000005 size=41B client_node_id=4
[client resp_recv] t=1255742010 ns reqId=4000005 size=41B client_node_id=4
[client hand_send] t=1255742010 ns reqId=4000005 size=10B client_node_id=4
[server hand_recv] t=1255743152 ns reqId=4000005 size=10B client_node_id=4
[server rdma_send] t=1255893152 ns reqId=4000005 size=256008B client_node_id=4
[client rdma_recv] t=1256107298 ns reqId=4000005 size=256008B client_node_id=4
[client req_send] t=1256109798 ns reqId=4000006 size=17B client_node_id=4
[server req_recv] t=1256110902 ns reqId=4000006 size=17B client_node_id=4
[server resp_send] t=1259256292 ns reqId=1000005 size=41B client_node_id=1
[client resp_recv] t=1259258576 ns reqId=1000005 size=41B client_node_id=1
[client hand_send] t=1259258576 ns reqId=1000005 size=10B client_node_id=1
[server resp_send] t=1259259536 ns reqId=2000005 size=41B client_node_id=2
[server hand_recv] t=1259260814 ns reqId=1000005 size=10B client_node_id=1
[client resp_recv] t=1259261820 ns reqId=2000005 size=41B client_node_id=2
[client hand_send] t=1259261820 ns reqId=2000005 size=10B client_node_id=2
