mix_id,flow_id,size,slowdown,sim
12,0,22047,1.0797021195340843,Ns3
12,1,3299,1.0,Ns3
12,3,487,1.0,Ns3
12,2,25208,1.0740252532260302,Ns3
12,4,167,1.0,Ns3
12,7,3196,1.0001255650426921,Ns3
12,6,113852,1.0000099335445867,Ns3
12,5,117878,1.1371594965245162,Ns3
12,8,7183,1.0,Ns3
12,9,10644,1.0,Ns3
12,10,27970,1.0,Ns3
12,11,3323,1.0,Ns3
12,12,4370,1.0,Ns3
12,13,8341,1.000081499592502,Ns3
12,14,24150,1.0746492985971945,Ns3
12,17,8555,1.0,Ns3
12,18,27704,1.0,Ns3
12,19,1278,1.0,Ns3
12,20,10105,1.0,Ns3
12,21,2016,1.0001063829787233,Ns3
12,15,328572,1.0000035636013755,Ns3
12,22,12651,1.0000630119722747,Ns3
12,16,258302,1.1597094893311384,Ns3
12,25,12598,1.0,Ns3
12,27,4356,1.0000881212548467,Ns3
12,30,2032,1.0503216583273767,Ns3
12,26,70696,1.1280629930671766,Ns3
12,29,54243,1.1915233831220136,Ns3
12,24,160570,1.152747314549238,Ns3
12,23,134036,1.518978272460677,Ns3
12,33,2599,1.0,Ns3
12,31,53492,1.1200898722367143,Ns3
12,34,11790,1.0,Ns3
12,32,49143,1.1317705776468663,Ns3
12,28,123971,1.5507879026908804,Ns3
12,35,37914,1.1057567999188826,Ns3
12,37,36681,1.1086039975015616,Ns3
12,39,1306,1.0411644302933818,Ns3
12,40,2315,1.0067848241484354,Ns3
12,38,122318,1.0013360053440215,Ns3
12,42,70,1.0,Ns3
12,43,1547,1.00015223017202,Ns3
12,44,1395,1.0074441687344913,Ns3
12,45,16166,1.0982025221155656,Ns3
12,46,912,1.0407094594594595,Ns3
12,41,291295,1.161544998927746,Ns3
12,47,72973,1.1875599337459681,Ns3
12,50,4600,1.0,Ns3
12,48,87414,1.1406441092539747,Ns3
12,51,2434,1.0049306625577812,Ns3
12,49,50527,1.1350708532368636,Ns3
12,53,1734,1.0,Ns3
12,52,49903,1.1264344593502504,Ns3
12,54,49654,1.126944844513865,Ns3
12,55,8860,1.0,Ns3
12,56,10742,1.0000599340725203,Ns3
12,57,1637,1.0001103874599846,Ns3
12,58,61308,1.00271806276254,Ns3
12,36,857645,1.1667483486923076,Ns3
12,59,4915,1.0,Ns3
12,60,4628,1.0,Ns3
12,61,12495,1.0,Ns3
12,62,3204,1.0,Ns3
12,63,1099,1.0,Ns3
12,64,42224,1.0,Ns3
12,65,16533,1.096816114359974,Ns3
12,66,910,1.0,Ns3
12,67,353,1.0,Ns3
12,68,1477,1.000111969544284,Ns3
12,69,12535,1.0,Ns3
12,70,24621,1.0000386070573701,Ns3
12,71,12475,1.0,Ns3
12,72,6303,1.0,Ns3
12,73,12973,1.0,Ns3
12,74,89997,1.1715829632571517,Ns3
12,76,75214,1.0027665959159775,Ns3
12,77,3611,1.0001205400192863,Ns3
12,78,722,1.0,Ns3
12,79,10164,1.0,Ns3
12,82,1055,1.0,Ns3
12,83,2841,1.209244532803181,Ns3
12,84,321,1.0957570473699505,Ns3
12,75,758813,1.1683867699660953,Ns3
12,85,11619,1.0275466284074606,Ns3
12,80,307966,1.1611025399811854,Ns3
12,88,694,1.0,Ns3
12,89,1246,1.005602561170821,Ns3
12,90,20856,1.0829623151534424,Ns3
12,92,17544,1.0,Ns3
12,91,23254,1.783405053514289,Ns3
12,93,15952,1.0000536912751679,Ns3
12,87,96320,1.9022801302931596,Ns3
12,81,624823,1.297410791255868,Ns3
12,94,46238,1.151280947255113,Ns3
12,97,398,1.366723259762309,Ns3
12,95,141187,1.1943040335187551,Ns3
12,96,83582,1.9641363376840653,Ns3
12,100,12453,1.6808052950910093,Ns3
12,99,26295,1.816249663707291,Ns3
12,101,64740,1.052421116300951,Ns3
12,98,200195,1.1455186362323029,Ns3
12,102,78109,1.0,Ns3
12,104,2572,1.006597549481621,Ns3
12,103,37869,1.128130312333494,Ns3
12,105,69022,1.0000158395767664,Ns3
12,106,22731,1.0454470675331085,Ns3
12,107,23722,1.0000397693378404,Ns3
12,108,22112,1.0000419832906504,Ns3
12,110,10666,1.0000601539942253,Ns3
12,111,244,1.1591519856673633,Ns3
12,112,1304,1.0,Ns3
12,114,1722,1.0001095650268435,Ns3
12,113,71451,1.15505401805535,Ns3
12,115,26997,1.0000358692922988,Ns3
12,116,877,1.0,Ns3
12,117,4216,1.0000889996440014,Ns3
12,118,793,1.1777694610778444,Ns3
12,121,6963,1.0,Ns3
12,122,30164,1.0,Ns3
12,109,474855,1.1658547168694897,Ns3
12,120,150489,1.1509607407905653,Ns3
12,119,172852,1.1905080345376944,Ns3
12,123,18550,1.0,Ns3
12,124,15552,1.0680403416493751,Ns3
12,125,39019,1.0046853202074175,Ns3
12,127,5759,1.0,Ns3
12,126,21049,1.088484752850211,Ns3
12,128,10152,1.0000616788996484,Ns3
12,129,15501,1.0865970409051349,Ns3
12,130,5601,1.0001003613006825,Ns3
12,131,71,1.0,Ns3
12,132,6987,1.000090000900009,Ns3
12,133,40916,1.0000252870075355,Ns3
12,134,6968,1.0,Ns3
12,137,3354,1.0,Ns3
12,136,5469,1.4035906278527235,Ns3
12,138,2765,1.0,Ns3
12,135,282215,1.1871375921375922,Ns3
12,140,144345,1.1689802580444582,Ns3
