local,flowsim,ns3,m4
89499.0,4802.0,23045.0,27357.0
90653.0,4802.0,23045.0,27077.0
89319.0,4802.0,23045.0,26422.0
139334.0,4802.0,23045.0,26224.0
88808.0,4802.0,23045.0,26053.0
92977.0,4802.0,23045.0,25926.0
88847.0,4802.0,23045.0,25977.0
93838.0,4802.0,22946.0,26073.0
91394.0,4802.0,23065.0,26440.0
88888.0,4802.0,23342.0,26704.0
88718.0,4802.0,23045.0,26955.0
89800.0,4802.0,23045.0,27469.0
4659.0,4802.0,23045.0,24692.0
92636.0,4802.0,23045.0,24692.0
91614.0,4802.0,23045.0,27988.0
88518.0,4802.0,23045.0,25625.0
91534.0,4802.0,23045.0,25469.0
91163.0,4802.0,23045.0,24811.0
89449.0,4802.0,23045.0,24692.0
87035.0,4802.0,23045.0,29223.0
92254.0,4802.0,23045.0,25643.0
90201.0,4805.0,23045.0,27658.0
88628.0,4805.0,23045.0,27983.0
87877.0,4805.0,23045.0,24692.0
160073.0,4804.0,23045.0,24692.0
127833.0,4825.0,23045.0,24692.0
92174.0,4805.0,23045.0,24692.0
90511.0,4802.0,21158.0,24692.0
90571.0,4802.0,17528.0,24692.0
91795.0,4802.0,20698.0,24692.0
162528.0,4802.0,23243.0,24692.0
92556.0,4802.0,23243.0,24692.0
88618.0,4802.0,23045.0,24692.0
167548.0,4802.0,23045.0,24692.0
89730.0,4802.0,23045.0,25037.0
91032.0,4802.0,23045.0,25887.0
91514.0,4802.0,23045.0,26709.0
92626.0,4802.0,23045.0,26846.0
93297.0,4802.0,23045.0,26761.0
91784.0,4802.0,23045.0,26402.0
124176.0,4802.0,23045.0,26215.0
166115.0,4802.0,23045.0,26408.0
86444.0,4802.0,23045.0,26249.0
88759.0,4802.0,23045.0,25892.0
89208.0,4802.0,23045.0,25941.0
87286.0,4802.0,23045.0,26246.0
89430.0,4802.0,22062.0,26221.0
86995.0,4802.0,23342.0,26026.0
88858.0,4802.0,23045.0,25987.0
86945.0,4802.0,23045.0,24692.0
88367.0,4802.0,23045.0,24692.0
91604.0,4802.0,23045.0,24692.0
90071.0,4805.0,23045.0,24701.0
88728.0,4805.0,23045.0,24692.0
91313.0,4805.0,23045.0,24692.0
87285.0,4825.0,23045.0,24692.0
90320.0,4825.0,23045.0,25091.0
86815.0,4805.0,23045.0,24723.0
86415.0,4802.0,23045.0,24853.0
90171.0,4802.0,23045.0,26403.0
87716.0,4802.0,23045.0,27257.0
87866.0,4802.0,23045.0,27105.0
108536.0,4802.0,23045.0,26416.0
91633.0,4802.0,23045.0,26307.0
86444.0,4802.0,23045.0,26223.0
93007.0,4802.0,21666.0,26269.0
88448.0,4802.0,17528.0,26116.0
90210.0,4802.0,20698.0,26700.0
89099.0,4802.0,23243.0,27014.0
87857.0,4802.0,23243.0,27524.0
90592.0,4802.0,23045.0,24692.0
90582.0,4802.0,23045.0,24692.0
87326.0,4802.0,23045.0,24692.0
88618.0,4802.0,23045.0,24692.0
88278.0,4802.0,23045.0,24692.0
88988.0,4802.0,23045.0,24692.0
2846.0,4802.0,23045.0,24692.0
88557.0,4802.0,23045.0,24692.0
157778.0,4802.0,23045.0,24692.0
91443.0,4802.0,23045.0,24692.0
90361.0,4802.0,23045.0,24692.0
86703.0,4802.0,23045.0,24692.0
88789.0,4802.0,23045.0,24692.0
88758.0,4805.0,23045.0,24692.0
87054.0,4805.0,22946.0,24794.0
87395.0,4805.0,23065.0,25099.0
90180.0,4825.0,23342.0,26839.0
92105.0,4825.0,23045.0,26895.0
86324.0,4805.0,23045.0,27034.0
136810.0,4802.0,23045.0,26830.0
115539.0,4802.0,23045.0,26701.0
109006.0,4802.0,23045.0,26444.0
89971.0,4802.0,23045.0,26582.0
89349.0,4802.0,23045.0,26940.0
143201.0,4802.0,23045.0,27546.0
89631.0,4802.0,23045.0,24942.0
89841.0,4802.0,23045.0,28289.0
90060.0,4802.0,23045.0,24692.0
86023.0,4802.0,23045.0,24692.0
87426.0,4802.0,23045.0,24692.0
89159.0,4802.0,23045.0,24692.0
88096.0,4802.0,23045.0,25788.0
88077.0,4802.0,23045.0,24692.0
173340.0,4802.0,23045.0,24692.0
90060.0,4802.0,12118.0,24692.0
87847.0,4802.0,17528.0,24692.0
89810.0,4802.0,20698.0,27027.0
88768.0,4802.0,23243.0,28723.0
90712.0,4802.0,23243.0,24692.0
89751.0,4802.0,23045.0,24692.0
89309.0,4802.0,23045.0,24692.0
90261.0,4802.0,23045.0,24692.0
145437.0,4802.0,23045.0,24692.0
88648.0,4802.0,23045.0,24692.0
