local,flowsim,ns3,m4
6304332.0,459328.0,828502.0,1102959.0
6307989.0,461580.0,824949.0,1101286.0
6324010.0,459037.0,824045.0,1100162.0
6248566.0,445242.0,824045.0,1102892.0
6316806.0,442636.0,824949.0,1111155.0
6407238.0,459333.0,824949.0,1113441.0
6270858.0,461582.0,824949.0,1112679.0
6328378.0,459043.0,824949.0,1112181.0
6281449.0,445270.0,824949.0,1134322.0
6295626.0,442616.0,824949.0,1148833.0
6320532.0,459331.0,824949.0,1152711.0
6351412.0,461577.0,829126.0,1166405.0
6397479.0,459015.0,828539.0,1156412.0
6239639.0,445137.0,827655.0,1156273.0
6245962.0,443015.0,827655.0,1168439.0
6336372.0,459412.0,827655.0,1179251.0
6341823.0,461597.0,827655.0,1171437.0
6200825.0,459039.0,827655.0,1168937.0
6376940.0,445243.0,827655.0,1194947.0
6269986.0,442490.0,827655.0,1142847.0
6361280.0,458692.0,827655.0,1191289.0
6350891.0,458374.0,827655.0,1174125.0
6325652.0,443019.0,827655.0,1110116.0
6252253.0,375629.0,827655.0,1209549.0
6296347.0,81233.0,827655.0,1214112.0
6324039.0,358512.0,827655.0,1100275.0
6277632.0,442509.0,828254.0,1096806.0
6256591.0,458287.0,827332.0,1122169.0
6351241.0,458359.0,827920.0,1138222.0
6258639.0,445011.0,832725.0,1144538.0
6253432.0,442991.0,835437.0,1145310.0
6300922.0,459400.0,837830.0,1153450.0
6403878.0,461593.0,838435.0,1166453.0
6237953.0,459045.0,848572.0,1160058.0
5609759.0,445268.0,841679.0,1202401.0
5724076.0,442620.0,837536.0,1210252.0
4703998.0,459334.0,832406.0,1214037.0
6632562.0,461583.0,831250.0,1210611.0
5633675.0,459040.0,832142.0,1204078.0
4720029.0,445260.0,832142.0,1202647.0
5886345.0,442617.0,832142.0,1203416.0
6449675.0,459336.0,835421.0,1093473.0
5585893.0,461583.0,833316.0,1091533.0
5709989.0,459037.0,830923.0,1075938.0
5748072.0,445241.0,830037.0,1148458.0
5763161.0,442635.0,835083.0,1084913.0
5774602.0,459329.0,834761.0,1088072.0
4763912.0,461575.0,834170.0,1118256.0
6560275.0,459011.0,833584.0,1109129.0
5676346.0,445130.0,834488.0,1099038.0
5756868.0,442880.0,834488.0,1087575.0
5730188.0,458769.0,834488.0,1104277.0
5649665.0,458392.0,834488.0,1116962.0
4841920.0,443050.0,834488.0,1093603.0
6592947.0,375748.0,834488.0,1086092.0
5769463.0,81233.0,834488.0,1084915.0
5719648.0,358395.0,834488.0,1117848.0
5578780.0,442466.0,834488.0,1104581.0
5668330.0,458279.0,834488.0,1095250.0
5693929.0,458346.0,834488.0,1113516.0
4676656.0,444968.0,834488.0,1081661.0
6675143.0,443173.0,834488.0,1084678.0
5638183.0,459441.0,834488.0,1168304.0
4675615.0,461600.0,834488.0,1095178.0
6757660.0,459042.0,834488.0,1090561.0
5712474.0,445267.0,834488.0,1092274.0
5628344.0,442609.0,834488.0,1119732.0
4802184.0,459329.0,834488.0,1086080.0
6699199.0,461585.0,834488.0,1139489.0
4956799.0,459045.0,831839.0,1103460.0
6431350.0,445271.0,834535.0,1103474.0
5559463.0,442615.0,833301.0,1098064.0
5786044.0,459325.0,831224.0,1089000.0
5674382.0,461572.0,831224.0,1102748.0
5757790.0,459028.0,831224.0,1091087.0
5679812.0,445235.0,831224.0,1068124.0
4783649.0,442631.0,831224.0,1134808.0
6560205.0,459328.0,831224.0,1099801.0
5668350.0,461569.0,831224.0,1095451.0
5653151.0,459020.0,831224.0,1128820.0
5654163.0,445219.0,831224.0,1086029.0
5679852.0,442503.0,831224.0,1085793.0
4826020.0,458687.0,831224.0,1133220.0
6570745.0,458365.0,831224.0,1086536.0
4506292.0,443012.0,831224.0,1097580.0
4611663.0,375625.0,831224.0,1079713.0
5023856.0,81233.0,831224.0,1076311.0
3694100.0,358502.0,831224.0,1172991.0
4846037.0,442481.0,831224.0,1089300.0
5043534.0,458279.0,831224.0,1089284.0
4882497.0,458368.0,831224.0,1092104.0
4269763.0,445102.0,831224.0,1109009.0
4423074.0,442616.0,831224.0,1105116.0
4339806.0,459322.0,831812.0,1078679.0
4536630.0,461569.0,836253.0,1084072.0
4278700.0,459026.0,840229.0,1103275.0
3480905.0,445234.0,846182.0,1087974.0
4057319.0,442632.0,845871.0,1115574.0
4476576.0,459330.0,845551.0,1100276.0
3861938.0,461573.0,840765.0,1127028.0
4573791.0,459028.0,834746.0,1064632.0
4436730.0,445235.0,835086.0,1142824.0
4641249.0,442632.0,836580.0,1095772.0
3429757.0,459330.0,838051.0,1100849.0
4501263.0,461573.0,839876.0,1104353.0
5586044.0,459028.0,838662.0,1115847.0
3625890.0,445235.0,838072.0,1115958.0
5108016.0,442631.0,837492.0,1116983.0
2923355.0,459328.0,837492.0,1108212.0
4003687.0,461569.0,837492.0,1087386.0
4412774.0,459020.0,837492.0,1098972.0
4218616.0,445219.0,837492.0,1104062.0
3538283.0,442503.0,837492.0,1081080.0
4208326.0,458687.0,837492.0,1081106.0
4091855.0,458365.0,837492.0,1128672.0
3982287.0,443012.0,837492.0,1131218.0
3549504.0,375625.0,837492.0,684763.0
3381455.0,81233.0,837492.0,1215202.0
3141589.0,358502.0,837492.0,1215102.0
3092697.0,442481.0,837492.0,1211365.0
3608226.0,458279.0,837492.0,1190390.0
3421090.0,458368.0,837492.0,1095068.0
3191624.0,445102.0,837492.0,1095910.0
2860054.0,442616.0,837492.0,1102854.0
2893518.0,459322.0,837492.0,1081694.0
3187056.0,461569.0,837492.0,1093284.0
2951639.0,459026.0,837492.0,1088375.0
3056979.0,445234.0,837492.0,1135447.0
2525349.0,442632.0,837492.0,686039.0
2876285.0,459330.0,837492.0,1171729.0
2399079.0,461573.0,766323.0,1142081.0
2019758.0,459028.0,766323.0,1172013.0
2388228.0,445235.0,766323.0,1167083.0
